Ticker,pos_then_up_fraction,pos_then_down_fraction,neg_then_up_fraction,neg_then_down_fraction,considered,total_earnings,sum_pct
AMZN,21/89 = 23.60%,20/89 = 22.47%,22/89 = 24.72%,26/89 = 29.21%,89,89,100.0
