# Post-Earnings Next-Day Outcomes for AON
# total_earnings=85, considered=80, excluded_c2o_zero=5, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",18,80,18/80 = 22.50%,22.5,2007-05-03;2007-10-31;2009-05-01;2009-10-30;2010-07-30;2012-07-27;2013-04-26;2013-10-25;2014-10-31;2015-05-01;2015-10-30;2016-04-29;2018-10-26;2020-01-31;2021-02-05;2021-04-30;2023-10-27;2025-04-25
"After +C->O, next day DOWN",18,80,18/80 = 22.50%,22.5,2008-05-01;2008-07-31;2010-04-30;2010-10-29;2011-04-29;2011-07-29;2012-05-04;2012-10-26;2014-04-25;2015-07-31;2019-02-01;2019-10-25;2020-05-01;2020-07-31;2020-10-30;2021-07-30;2022-04-29;2024-10-25
"After -C->O, next day UP",22,80,22/80 = 27.50%,27.5,2005-02-09;2006-02-10;2006-05-05;2006-08-04;2007-02-09;2009-02-06;2009-07-30;2011-02-04;2012-02-03;2014-07-25;2015-02-06;2016-02-05;2017-02-10;2017-08-04;2018-05-04;2023-02-03;2023-04-28;2023-07-28;2024-02-02;2024-07-26;2025-01-31;2025-10-31
"After -C->O, next day DOWN",22,80,22/80 = 27.50%,27.5,2005-08-03;2005-11-04;2006-11-02;2008-02-07;2008-10-31;2010-02-05;2011-10-28;2013-02-01;2013-07-26;2014-01-31;2016-10-28;2017-05-09;2017-10-27;2018-02-02;2018-07-27;2019-04-26;2021-10-29;2022-02-04;2022-07-29;2022-10-28;2024-04-26;2025-07-25
