# Post-Earnings Next-Day Outcomes for CAT
# total_earnings=70, considered=70, excluded_c2o_zero=0, excluded_o2c_zero=0
# sum_pct=99.99
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",14,70,14/70 = 20.00%,20.0,2009-04-21;2012-04-25;2013-01-28;2013-04-22;2014-01-27;2015-10-22;2016-01-28;2017-01-26;2018-07-30;2019-01-28;2020-04-28;2022-10-27;2024-04-25;2025-04-30
"After +C->O, next day DOWN",18,70,18/70 = 25.71%,25.71,2009-01-26;2010-01-27;2011-01-27;2011-04-29;2012-07-25;2014-10-23;2015-01-27;2015-07-23;2016-04-22;2018-10-23;2020-01-31;2021-01-29;2021-07-30;2021-10-28;2022-04-28;2024-02-05;2024-08-06;2025-01-30
"After -C->O, next day UP",18,70,18/70 = 25.71%,25.71,2009-07-21;2010-07-22;2011-07-22;2012-01-26;2013-07-24;2013-10-23;2014-07-24;2016-07-26;2016-10-25;2017-04-25;2018-04-24;2019-07-24;2021-04-29;2022-01-28;2023-04-27;2023-10-31;2024-10-11;2025-10-29
"After -C->O, next day DOWN",20,70,20/70 = 28.57%,28.57,2008-07-22;2008-10-21;2009-10-20;2010-04-26;2010-10-21;2011-10-24;2012-10-22;2014-04-24;2015-04-23;2017-07-25;2017-10-24;2018-01-25;2019-04-24;2019-10-23;2020-07-31;2020-10-27;2022-08-02;2023-01-31;2023-08-01;2025-08-05
