# Post-Earnings Next-Day Outcomes for AKAM
# total_earnings=88, considered=87, excluded_c2o_zero=0, excluded_o2c_zero=1
# sum_pct=99.99
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",29,87,29/87 = 33.33%,33.33,2025-11-06;2024-08-08;2023-11-07;2023-08-08;2023-05-09;2022-08-09;2021-11-02;2021-05-04;2019-07-30;2019-02-12;2018-10-29;2016-10-25;2016-02-09;2014-02-05;2013-04-24;2012-07-25;2011-10-26;2010-04-28;2009-10-28;2009-04-29;2009-02-04;2008-02-06;2007-10-24;2006-07-26;2006-02-08;2005-07-26;2005-02-17;2004-02-04;2003-10-29
"After +C→O, next day DOWN",17,87,17/87 = 19.54%,19.54,2025-08-07;2020-02-11;2019-10-28;2019-04-30;2018-04-30;2018-02-06;2017-10-24;2015-02-10;2014-05-01;2012-10-24;2012-02-08;2010-10-27;2008-10-30;2007-04-25;2005-10-25;2005-04-27;2003-07-30
"After −C→O, next day UP",14,87,14/87 = 16.09%,16.09,2022-11-08;2022-05-03;2020-07-28;2018-07-31;2016-04-26;2015-10-27;2015-07-28;2015-04-28;2014-10-29;2014-07-30;2013-07-24;2013-02-06;2007-02-07;2006-04-26
"After −C→O, next day DOWN",27,87,27/87 = 31.03%,31.03,2025-05-08;2025-02-20;2024-11-07;2024-05-09;2024-02-13;2023-02-14;2022-02-15;2021-08-03;2021-02-09;2020-10-27;2020-04-28;2017-07-25;2017-05-02;2017-02-07;2016-07-26;2013-10-23;2012-04-25;2011-07-27;2011-04-27;2011-02-09;2010-07-28;2010-02-03;2009-07-29;2008-07-30;2007-07-25;2006-10-26;2004-10-27
