date,close_to_open_pct,close_to_close_pct,open_to_close_pct,scenario,gap_sign,intraday_sign
2023-01-10,0.73,8.32,7.53,pos_then_up,positive,up
2023-04-25,-0.82,-0.34,0.49,neg_then_up,negative,up
2023-07-25,0.06,-3.47,-3.53,pos_then_down,positive,down
2023-10-31,0.27,2.57,2.29,pos_then_up,positive,up
2024-02-06,0.1,-0.16,-0.26,pos_then_down,positive,down
2024-04-30,0.37,2.65,2.27,pos_then_up,positive,up
2024-07-31,-0.63,-1.45,-0.83,neg_then_down,negative,down
2024-10-30,-1.24,0.17,1.43,neg_then_up,negative,up
2025-02-13,-0.3,-1.36,-1.06,neg_then_down,negative,down
2025-04-30,-0.01,-3.78,-3.77,neg_then_down,negative,down
2025-07-30,0.98,-0.45,-1.41,pos_then_down,positive,down
