# Post-Earnings Next-Day Outcomes for PG
# total_earnings=69, considered=69, excluded_c2o_zero=0, excluded_o2c_zero=0
# sum_pct=99.99
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",9,69,9/69 = 13.04%,13.04,2025-04-24;2024-04-19;2020-10-20;2019-04-23;2013-10-25;2013-01-25;2011-04-28;2010-10-27;2008-10-29
"After +C→O, next day DOWN",16,69,16/69 = 23.19%,23.19,2025-07-29;2023-10-18;2022-04-20;2021-04-20;2020-01-23;2018-01-23;2017-10-20;2015-07-30;2015-04-23;2015-01-27;2014-01-24;2013-04-24;2010-08-03;2010-04-29;2010-01-28;2009-04-30
"After −C→O, next day UP",22,69,22/69 = 31.88%,31.88,2025-01-22;2023-04-21;2023-01-19;2022-07-29;2022-01-19;2021-10-19;2021-07-30;2021-01-20;2020-07-30;2019-10-22;2019-01-23;2018-07-31;2017-04-26;2016-10-25;2016-04-26;2016-01-26;2015-10-23;2014-10-24;2014-04-23;2012-08-03;2012-04-27;2011-01-27
"After −C→O, next day DOWN",22,69,22/69 = 31.88%,31.88,2024-10-18;2024-07-30;2024-01-23;2023-07-28;2022-10-19;2020-04-17;2019-07-30;2018-10-19;2018-04-19;2017-07-27;2017-01-20;2016-08-02;2014-08-01;2013-08-01;2012-10-25;2012-01-27;2011-10-27;2011-08-05;2009-10-29;2009-08-05;2009-01-30;2008-08-05
