# Post-Earnings Next-Day Outcomes for TXN
# total_earnings=87, considered=87, excluded_c2o_zero=0, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",19,87,19/87 = 21.84%,21.84,2004-09-08;2005-07-25;2006-07-24;2011-07-25;2013-04-22;2013-07-22;2014-04-23;2014-10-20;2015-07-22;2015-10-21;2016-01-27;2016-07-25;2017-01-24;2018-04-24;2019-01-23;2019-07-23;2020-04-21;2022-07-26;2024-10-22
"After +C->O, next day DOWN",16,87,16/87 = 18.39%,18.39,2004-03-08;2006-04-18;2007-01-22;2007-04-23;2009-01-26;2009-04-20;2009-10-19;2012-01-23;2012-04-23;2016-04-27;2017-07-25;2022-01-25;2023-04-25;2024-04-23;2024-07-23;2025-04-23
"After -C->O, next day UP",22,87,22/87 = 25.29%,25.29,2008-01-22;2008-10-20;2010-07-19;2010-10-25;2011-04-18;2012-07-23;2012-10-22;2013-10-21;2014-01-21;2014-07-21;2015-01-26;2015-04-22;2017-10-24;2019-04-23;2019-10-22;2020-01-22;2021-04-27;2021-10-26;2022-04-26;2022-10-25;2023-10-24;2025-10-21
"After -C->O, next day DOWN",30,87,30/87 = 34.48%,34.48,2003-09-09;2004-12-07;2005-03-07;2005-10-24;2006-01-23;2006-10-23;2007-07-23;2007-10-22;2008-04-21;2008-07-21;2009-07-20;2010-01-25;2010-04-26;2011-01-24;2011-10-24;2013-01-22;2016-10-26;2017-04-25;2018-01-23;2018-07-18;2018-10-23;2020-07-21;2020-10-20;2021-01-26;2021-07-21;2023-01-24;2023-07-25;2024-01-23;2025-01-23;2025-07-22
