# Post-Earnings Next-Day Outcomes for UNP
# total_earnings=89, considered=86, excluded_c2o_zero=3, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",25,86,25/86 = 29.07%,29.07,2025-07-24;2024-07-25;2022-07-21;2022-01-20;2021-10-21;2021-04-22;2020-07-23;2019-07-18;2019-04-18;2018-01-25;2017-10-26;2017-01-19;2016-04-21;2015-07-23;2014-10-23;2014-04-17;2013-04-18;2013-01-24;2012-04-19;2012-01-19;2011-10-20;2010-07-22;2010-04-22;2008-04-24;2005-01-24
"After +C→O, next day DOWN",25,86,25/86 = 29.07%,29.07,2025-10-23;2024-04-25;2023-10-19;2023-04-20;2021-07-22;2021-01-08;2020-04-23;2016-01-21;2015-10-22;2015-01-22;2012-10-18;2011-04-20;2011-01-20;2010-01-21;2009-04-23;2008-07-24;2008-01-24;2007-10-18;2007-04-19;2007-01-25;2006-10-19;2006-04-20;2005-10-07;2004-10-21;2004-07-22
"After −C→O, next day UP",17,86,17/86 = 19.77%,19.77,2025-01-23;2024-10-24;2022-10-20;2020-10-22;2019-01-09;2018-07-19;2018-04-26;2016-10-20;2016-07-21;2014-07-24;2013-07-18;2010-10-21;2009-01-22;2008-10-23;2007-07-19;2004-01-21;2003-10-23
"After −C→O, next day DOWN",19,86,19/86 = 22.09%,22.09,2025-04-24;2024-01-25;2023-07-26;2023-01-24;2022-04-21;2020-01-23;2019-10-17;2018-10-25;2017-07-20;2015-04-23;2014-01-23;2013-10-04;2012-07-19;2011-07-21;2009-10-22;2009-07-23;2006-07-20;2006-01-19;2004-04-29
