# Post-Earnings Next-Day Outcomes for NWSA
# total_earnings=7, considered=7, excluded_c2o_zero=0, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",2,7,2/7 = 28.57%,28.57,2024-08-08;2025-11-06
"After +C->O, next day DOWN",3,7,3/7 = 42.86%,42.86,2025-02-05;2025-05-08;2025-08-05
"After -C->O, next day UP",2,7,2/7 = 28.57%,28.57,2024-05-08;2024-11-07
"After -C->O, next day DOWN",0,7,0/7 = 0.00%,0.0,
