# Post-Earnings Next-Day Outcomes for SMCI
# total_earnings=75, considered=72, excluded_c2o_zero=3, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",27,72,27/72 = 37.50%,37.5,2008-01-30;2008-08-06;2008-10-29;2009-04-16;2010-01-26;2011-01-25;2011-08-02;2011-10-25;2012-04-24;2013-01-22;2013-08-06;2014-01-21;2014-10-21;2015-08-04;2016-10-27;2018-05-03;2018-11-15;2019-02-14;2019-05-17;2019-08-15;2020-05-07;2020-11-03;2021-02-02;2021-11-02;2022-02-01;2022-04-18;2024-01-18
"After +C->O, next day DOWN",17,72,17/72 = 23.61%,23.61,2007-08-07;2008-04-10;2009-08-05;2009-10-27;2013-04-23;2014-04-22;2015-01-20;2016-01-12;2017-01-26;2017-04-27;2021-08-10;2022-07-20;2022-10-19;2023-07-20;2023-11-01;2025-02-11;2025-10-23
"After -C->O, next day UP",8,72,8/72 = 11.11%,11.11,2009-01-06;2012-01-11;2016-04-15;2018-08-21;2020-02-06;2021-05-04;2024-11-05;2025-04-29
"After -C->O, next day DOWN",20,72,20/72 = 27.78%,27.78,2007-05-09;2010-04-27;2010-08-03;2011-04-26;2012-07-19;2012-10-09;2013-10-22;2014-08-05;2015-04-21;2015-10-08;2016-07-18;2017-07-20;2017-10-26;2018-01-30;2020-08-11;2023-01-18;2023-04-24;2024-04-30;2024-08-06;2025-08-05
