# Post-Earnings Next-Day Outcomes for TER
# total_earnings=85, considered=81, excluded_c2o_zero=3, excluded_o2c_zero=1
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",23,81,23/81 = 28.40%,28.4,2004-10-20;2006-04-19;2008-01-24;2010-10-28;2012-01-26;2012-04-26;2012-07-26;2013-04-25;2014-10-23;2015-07-30;2016-01-28;2017-01-26;2018-01-25;2018-07-25;2018-10-24;2019-10-23;2021-07-28;2021-10-27;2022-04-27;2023-04-27;2024-04-25;2024-07-25;2024-10-24
"After +C->O, next day DOWN",20,81,20/81 = 24.69%,24.69,2005-04-20;2005-07-20;2006-01-18;2007-04-19;2007-10-18;2008-07-24;2009-01-29;2010-01-28;2011-01-27;2015-05-01;2016-10-27;2018-04-25;2019-04-24;2020-07-22;2020-10-21;2021-04-28;2022-10-26;2023-07-27;2024-01-31;2025-07-30
"After -C->O, next day UP",22,81,22/81 = 27.16%,27.16,2006-07-20;2007-01-25;2008-04-23;2009-07-30;2011-04-28;2011-07-28;2011-10-27;2013-01-24;2013-07-25;2013-10-24;2014-07-24;2015-01-29;2017-07-27;2017-10-26;2019-01-24;2020-04-22;2022-01-27;2022-07-27;2023-01-26;2025-01-30;2025-04-29;2025-10-29
"After -C->O, next day DOWN",16,81,16/81 = 19.75%,19.75,2005-10-19;2007-07-19;2009-10-29;2010-04-22;2010-07-29;2012-10-25;2014-01-23;2014-04-24;2015-10-28;2016-04-28;2016-07-28;2017-04-27;2019-07-24;2020-01-23;2021-01-28;2023-10-26
