# Post-Earnings Next-Day Outcomes for TGT
# total_earnings=85, considered=83, excluded_c2o_zero=2, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",21,83,21/83 = 25.30%,25.3,2024-03-05;2022-03-01;2020-11-18;2020-03-03;2019-11-20;2019-08-21;2019-05-22;2019-03-05;2018-08-22;2017-11-15;2017-05-17;2016-02-24;2015-11-18;2015-05-20;2012-02-23;2011-02-24;2010-02-23;2007-08-21;2007-05-23;2007-02-27;2006-08-03
"After +C→O, next day DOWN",21,83,21/83 = 25.30%,25.3,2025-11-19;2024-11-20;2024-08-21;2021-11-17;2021-03-02;2020-08-19;2018-11-20;2018-05-23;2017-08-16;2017-02-28;2016-11-16;2016-05-18;2013-02-27;2012-11-01;2011-11-16;2010-11-17;2009-05-07;2008-11-17;2008-08-19;2005-05-05;2005-02-03
"After −C→O, next day UP",21,83,21/83 = 25.30%,25.3,2025-05-21;2025-03-04;2024-05-22;2023-11-15;2023-08-16;2022-11-16;2021-08-18;2021-05-19;2018-03-06;2015-08-19;2014-08-05;2014-02-26;2013-11-21;2013-05-22;2011-08-17;2011-05-18;2009-08-18;2009-02-05;2008-02-26;2007-11-20;2004-11-12
"After −C→O, next day DOWN",20,83,20/83 = 24.10%,24.1,2025-08-20;2023-05-17;2023-02-28;2022-08-17;2022-05-18;2016-08-17;2015-02-25;2014-11-19;2014-05-21;2013-08-21;2012-08-15;2012-05-16;2010-08-18;2010-05-06;2009-11-17;2008-05-20;2006-11-14;2006-05-15;2006-02-16;2005-08-04
