# Post-Earnings Next-Day Outcomes for UDR
# total_earnings=79, considered=76, excluded_c2o_zero=3, excluded_o2c_zero=0
# sum_pct=99.99
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",18,76,18/76 = 23.68%,23.68,2008-01-30;2009-02-10;2009-08-04;2014-02-04;2015-02-02;2015-04-27;2016-02-02;2017-01-30;2017-04-24;2018-04-25;2018-07-30;2018-10-29;2019-10-29;2020-05-06;2021-07-28;2022-02-08;2025-02-05;2025-04-30
"After +C->O, next day DOWN",17,76,17/76 = 22.37%,22.37,2006-02-07;2006-04-25;2006-10-31;2007-11-06;2009-05-06;2010-11-08;2013-07-30;2014-10-28;2015-07-27;2015-10-26;2016-04-25;2020-02-11;2020-07-28;2021-04-27;2022-10-26;2025-07-30;2025-10-29
"After -C->O, next day UP",18,76,18/76 = 23.68%,23.68,2007-07-31;2008-08-05;2010-05-03;2012-04-30;2013-02-05;2014-04-29;2014-07-29;2016-10-25;2017-07-26;2017-10-30;2019-02-12;2020-10-29;2021-02-09;2021-10-26;2022-07-26;2023-02-06;2023-04-26;2024-04-30
"After -C->O, next day DOWN",23,76,23/76 = 30.26%,30.26,2007-05-01;2008-05-06;2008-11-04;2009-10-19;2010-02-09;2010-08-02;2011-02-07;2011-05-02;2011-08-01;2011-10-31;2012-02-06;2012-07-30;2013-04-30;2013-10-29;2018-02-06;2019-04-30;2019-07-30;2022-04-26;2023-07-26;2023-10-26;2024-02-06;2024-07-30;2024-10-30
