# Post-Earnings Next-Day Outcomes for PNW
# total_earnings=68, considered=68, excluded_c2o_zero=0, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",19,68,19/68 = 27.94%,27.94,2010-08-03;2011-04-29;2011-11-01;2012-05-03;2012-08-02;2013-10-31;2014-07-31;2014-10-31;2015-07-30;2016-02-19;2016-04-29;2018-11-08;2019-02-22;2021-05-05;2022-08-03;2022-11-03;2024-05-02;2025-05-01;2025-08-06
"After +C->O, next day DOWN",17,68,17/68 = 25.00%,25.0,2009-02-20;2009-05-05;2009-10-29;2010-02-19;2011-08-02;2013-02-22;2013-05-03;2015-05-01;2016-11-03;2017-02-24;2018-08-03;2020-10-30;2021-11-05;2023-08-03;2023-11-02;2024-02-27;2025-11-03
"After -C->O, next day UP",15,68,15/68 = 22.06%,22.06,2010-10-28;2012-02-24;2014-05-02;2015-02-20;2015-10-30;2018-02-23;2018-05-02;2019-08-08;2020-05-08;2020-08-06;2021-02-24;2021-08-05;2023-02-27;2023-05-04;2024-08-01
"After -C->O, next day DOWN",17,68,17/68 = 25.00%,25.0,2009-08-04;2010-05-06;2011-02-18;2012-11-02;2013-08-02;2014-02-21;2016-08-02;2017-05-02;2017-08-03;2017-11-03;2019-05-01;2019-11-07;2020-02-21;2022-02-25;2022-05-04;2024-11-06;2025-02-25
