# Post-Earnings Next-Day Outcomes for BAX
# total_earnings=89, considered=87, excluded_c2o_zero=2, excluded_o2c_zero=0
# sum_pct=100.01
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",18,87,18/87 = 20.69%,20.69,2004-01-29;2005-10-20;2006-07-20;2006-10-19;2008-07-17;2009-04-16;2009-10-15;2011-10-20;2013-01-24;2013-07-18;2016-02-02;2017-10-25;2018-04-26;2018-10-31;2021-04-29;2023-02-09;2023-04-27;2023-07-27
"After +C->O, next day DOWN",25,87,25/87 = 28.74%,28.74,2006-01-26;2006-04-20;2007-04-19;2008-01-24;2008-04-17;2008-10-16;2009-07-16;2010-01-28;2010-04-22;2010-07-22;2012-04-19;2013-04-18;2014-07-17;2014-10-16;2016-04-26;2017-04-26;2017-07-26;2019-01-31;2019-07-25;2023-11-02;2024-02-08;2024-05-02;2024-08-06;2024-11-08;2025-05-01
"After -C->O, next day UP",21,87,21/87 = 24.14%,24.14,2003-10-16;2005-04-21;2007-01-25;2009-01-22;2010-10-21;2012-01-26;2014-04-17;2015-07-29;2015-10-27;2017-02-01;2019-04-25;2019-10-24;2020-01-13;2020-03-17;2020-07-30;2020-10-29;2021-07-29;2021-10-28;2022-04-28;2022-10-27;2025-07-31
"After -C->O, next day DOWN",23,87,23/87 = 26.44%,26.44,2004-04-22;2004-07-22;2004-10-21;2005-01-27;2005-07-21;2007-07-19;2007-10-18;2011-01-27;2011-04-21;2011-07-21;2012-07-19;2013-10-17;2014-01-23;2015-01-29;2015-04-23;2016-10-25;2018-02-01;2018-07-26;2021-01-11;2022-02-17;2022-07-28;2025-02-03;2025-10-30
