# Post-Earnings Next-Day Outcomes for DGX
# total_earnings=84, considered=83, excluded_c2o_zero=1, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",21,83,21/83 = 25.30%,25.3,2004-10-25;2005-07-25;2007-01-25;2013-01-16;2014-07-24;2014-10-23;2015-04-23;2015-10-22;2016-01-28;2016-04-21;2016-07-21;2018-07-24;2019-02-14;2019-04-23;2019-10-22;2020-04-22;2020-07-13;2020-10-22;2021-07-22;2022-10-20;2024-07-23
"After +C->O, next day DOWN",27,83,27/83 = 32.53%,32.53,2005-10-20;2006-01-26;2006-04-20;2006-10-19;2007-04-19;2007-07-24;2009-01-26;2009-10-20;2010-04-21;2010-07-21;2010-10-20;2011-01-25;2011-04-20;2011-07-20;2012-04-18;2013-07-18;2014-04-24;2017-01-26;2017-04-20;2017-07-25;2018-04-19;2019-07-23;2022-01-12;2022-07-21;2024-10-22;2025-07-22;2025-10-21
"After -C->O, next day UP",17,83,17/83 = 20.48%,20.48,2005-04-21;2006-07-24;2007-10-24;2008-01-18;2009-04-21;2010-01-25;2012-01-24;2012-10-17;2013-10-02;2014-01-30;2015-01-29;2021-02-04;2021-04-22;2021-10-21;2023-10-24;2024-04-23;2025-04-22
"After -C->O, next day DOWN",18,83,18/83 = 21.69%,21.69,2005-01-27;2008-04-21;2008-10-21;2009-07-21;2011-10-25;2012-07-19;2013-04-17;2015-07-23;2016-10-20;2018-02-01;2018-10-23;2020-01-30;2022-04-21;2023-02-02;2023-04-27;2023-07-26;2024-02-01;2025-01-30
