# Post-Earnings Next-Day Outcomes for CINF
# total_earnings=87, considered=85, excluded_c2o_zero=2, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",24,85,24/85 = 28.24%,28.24,2004-10-21;2008-07-22;2009-02-05;2010-02-04;2012-04-13;2012-10-25;2013-07-25;2015-07-28;2015-10-27;2016-02-03;2016-04-26;2017-10-12;2019-07-30;2020-02-05;2020-07-27;2021-02-10;2021-04-28;2021-07-28;2021-10-27;2022-02-15;2023-01-30;2023-04-17;2023-07-27;2024-10-24
"After +C->O, next day DOWN",25,85,25/85 = 29.41%,29.41,2004-04-22;2005-02-02;2007-07-18;2008-10-15;2010-07-28;2011-02-02;2011-07-27;2011-10-11;2012-07-16;2013-02-06;2013-04-25;2013-10-24;2015-02-04;2016-07-14;2016-10-25;2017-08-02;2018-02-07;2018-07-26;2018-10-12;2019-10-24;2020-10-26;2022-10-21;2025-02-10;2025-04-28;2025-07-28
"After -C->O, next day UP",13,85,13/85 = 15.29%,15.29,2003-10-28;2005-04-20;2007-04-16;2007-10-24;2008-02-06;2008-04-30;2012-01-19;2014-10-28;2017-01-12;2019-02-06;2019-04-24;2023-10-26;2024-07-25
"After -C->O, next day DOWN",23,85,23/85 = 27.06%,27.06,2004-02-04;2004-07-22;2006-02-08;2006-08-02;2006-10-23;2007-02-07;2009-04-17;2009-07-13;2009-10-29;2010-10-27;2011-04-27;2014-02-05;2014-04-24;2014-07-29;2015-04-28;2017-04-17;2018-04-25;2020-04-27;2022-04-28;2022-07-27;2024-02-06;2024-04-25;2025-10-27
