# Post-Earnings Next-Day Outcomes for GNRC
# total_earnings=63, considered=62, excluded_c2o_zero=1, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",16,62,16/62 = 25.81%,25.81,2012-01-10;2012-10-31;2013-10-24;2014-05-01;2015-02-11;2015-10-28;2016-10-26;2017-02-14;2017-08-02;2017-11-01;2018-08-01;2019-05-02;2020-07-30;2021-02-11;2023-11-01;2024-10-31
"After +C->O, next day DOWN",22,62,22/62 = 35.48%,35.48,2010-03-29;2010-08-06;2010-11-04;2011-05-05;2012-08-02;2013-05-02;2013-07-30;2014-02-13;2016-02-16;2016-05-04;2017-04-27;2018-02-13;2018-11-01;2019-02-14;2020-02-13;2020-10-28;2021-07-28;2023-02-15;2023-05-03;2023-08-02;2024-05-01;2024-07-31
"After -C->O, next day UP",8,62,8/62 = 12.90%,12.9,2011-02-18;2011-11-01;2013-02-14;2014-07-31;2016-08-02;2019-08-01;2022-10-19;2024-02-14
"After -C->O, next day DOWN",16,62,16/62 = 25.81%,25.81,2011-08-05;2012-05-08;2014-11-06;2015-04-30;2015-08-06;2018-05-02;2019-10-31;2020-04-30;2021-04-29;2021-11-02;2022-02-16;2022-05-04;2022-08-03;2025-02-12;2025-04-30;2025-10-29
