# Post-Earnings Next-Day Outcomes for ODFL
# total_earnings=86, considered=85, excluded_c2o_zero=1, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",31,85,31/85 = 36.47%,36.47,2025-10-29;2025-07-30;2025-02-05;2024-10-23;2024-07-24;2022-07-27;2022-04-27;2021-10-27;2021-07-28;2021-04-22;2021-02-04;2020-02-06;2018-04-26;2017-10-26;2017-07-27;2017-02-02;2014-04-24;2013-04-25;2013-02-07;2012-10-25;2012-02-02;2011-04-27;2010-04-28;2009-04-23;2007-10-25;2006-07-27;2006-04-27;2006-01-27;2005-10-21;2005-04-22;2005-01-27
"After +C→O, next day DOWN",21,85,21/85 = 24.71%,24.71,2024-04-24;2023-07-26;2023-02-01;2020-07-30;2020-04-23;2019-07-25;2019-02-07;2018-07-26;2018-02-08;2016-07-28;2015-07-30;2014-10-30;2014-02-06;2013-10-24;2012-08-02;2010-10-27;2010-01-28;2009-01-29;2008-01-31;2007-07-26;2005-07-22
"After −C→O, next day UP",19,85,19/85 = 22.35%,22.35,2025-04-23;2024-01-31;2023-10-25;2023-04-26;2022-02-02;2019-10-24;2019-04-25;2018-10-25;2015-04-30;2015-02-05;2013-07-25;2012-04-26;2011-07-28;2009-07-22;2008-10-23;2008-07-16;2008-04-23;2006-10-26;2004-08-06
"After −C→O, next day DOWN",14,85,14/85 = 16.47%,16.47,2022-10-26;2020-10-27;2017-04-27;2016-10-27;2016-04-28;2016-02-04;2015-10-29;2011-10-27;2011-02-02;2010-07-28;2009-10-22;2007-04-26;2007-02-01;2004-10-21
