Ticker,pos_then_up_fraction,pos_then_down_fraction,neg_then_up_fraction,neg_then_down_fraction,considered,total_earnings,sum_pct
GEV,3/6 = 50.00%,2/6 = 33.33%,1/6 = 16.67%,0/6 = 0.00%,6,6,100.0
