# Post-Earnings Next-Day Outcomes for BKR
# total_earnings=34, considered=33, excluded_c2o_zero=1, excluded_o2c_zero=0
# sum_pct=99.99
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",9,33,9/33 = 27.27%,27.27,2025-07-22;2025-01-30;2024-10-22;2024-07-25;2023-10-25;2020-10-21;2020-07-22;2019-01-31;2018-04-20
"After +C→O, next day DOWN",6,33,6/33 = 18.18%,18.18,2023-07-19;2022-10-19;2022-04-20;2018-10-30;2018-01-24;2017-07-28
"After −C→O, next day UP",6,33,6/33 = 18.18%,18.18,2022-01-20;2021-04-21;2020-04-13;2020-01-22;2019-07-31;2018-07-20
"After −C→O, next day DOWN",12,33,12/33 = 36.36%,36.36,2025-10-23;2025-04-22;2024-04-23;2024-01-23;2023-04-19;2023-01-23;2022-07-20;2021-10-20;2021-01-21;2019-10-30;2019-04-30;2017-10-20
