# Post-Earnings Next-Day Outcomes for TDY
# total_earnings=85, considered=82, excluded_c2o_zero=3, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",18,82,18/82 = 21.95%,21.95,2004-10-29;2006-01-26;2007-10-25;2012-04-25;2014-10-23;2016-08-04;2017-02-02;2017-11-02;2019-01-23;2019-10-23;2020-10-21;2022-01-27;2022-07-27;2024-01-24;2024-04-24;2024-10-23;2025-01-22;2025-07-23
"After +C->O, next day DOWN",28,82,28/82 = 34.15%,34.15,2005-10-27;2006-04-26;2007-01-25;2007-04-25;2008-01-24;2008-10-23;2009-04-22;2009-10-22;2010-01-28;2010-04-29;2013-01-24;2013-04-24;2013-10-24;2014-04-23;2015-07-30;2016-11-03;2017-05-04;2017-08-03;2018-10-24;2020-04-06;2020-07-22;2021-04-28;2021-07-28;2022-04-27;2022-10-26;2023-01-25;2023-07-26;2025-10-22
"After -C->O, next day UP",15,82,15/82 = 18.29%,18.29,2005-04-27;2006-07-28;2006-10-26;2007-07-26;2008-04-23;2008-07-24;2011-04-27;2011-07-28;2012-07-26;2013-07-25;2018-05-03;2018-08-02;2021-01-04;2023-04-26;2025-04-23
"After -C->O, next day DOWN",21,82,21/82 = 25.61%,25.61,2005-01-27;2009-01-22;2009-07-23;2010-07-29;2010-10-28;2011-01-27;2011-10-27;2012-01-26;2012-10-25;2014-01-23;2014-07-24;2015-01-29;2015-04-30;2015-10-05;2016-02-04;2018-02-01;2019-04-24;2020-01-22;2021-10-27;2023-10-25;2024-07-24
