# Post-Earnings Next-Day Outcomes for AMGN
# total_earnings=89, considered=88, excluded_c2o_zero=1, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",17,88,17/88 = 19.32%,19.32,2025-11-04;2025-02-04;2024-10-30;2023-10-31;2023-08-03;2022-02-07;2019-07-30;2018-04-24;2017-02-02;2016-01-28;2014-10-27;2014-07-29;2012-07-26;2012-04-24;2010-01-25;2009-04-23;2008-10-22
"After +C→O, next day DOWN",18,88,18/88 = 20.45%,20.45,2025-05-01;2024-05-02;2018-07-26;2015-10-28;2015-07-30;2015-04-21;2013-01-23;2012-10-23;2011-07-29;2009-07-27;2008-07-28;2007-10-24;2007-07-26;2006-10-23;2006-02-01;2005-04-22;2004-07-28;2003-10-27
"After −C→O, next day UP",23,88,23/88 = 26.14%,26.14,2023-04-27;2022-11-03;2022-04-27;2021-11-02;2021-02-02;2020-10-28;2019-10-29;2019-04-30;2018-02-01;2017-10-25;2017-04-26;2016-07-27;2014-01-28;2013-10-22;2013-07-30;2012-01-26;2011-01-24;2010-10-25;2010-07-29;2010-04-21;2006-07-24;2005-07-25;2004-10-26
"After −C→O, next day DOWN",30,88,30/88 = 34.09%,34.09,2025-08-05;2024-08-06;2024-02-06;2023-01-31;2022-08-04;2021-08-03;2021-04-27;2020-07-28;2020-04-30;2020-01-30;2019-01-29;2017-07-25;2016-10-27;2016-04-28;2015-01-27;2014-04-22;2013-04-23;2011-10-24;2011-04-20;2009-10-21;2009-01-26;2008-04-24;2008-01-14;2007-04-23;2007-01-25;2006-04-24;2005-10-25;2005-02-02;2004-04-27;2004-01-29
