# Post-Earnings Next-Day Outcomes for OMC
# total_earnings=84, considered=79, excluded_c2o_zero=5, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",18,79,18/79 = 22.78%,22.78,2006-07-25;2007-07-24;2008-07-22;2009-02-10;2010-10-19;2011-02-15;2013-02-12;2016-02-09;2018-02-15;2018-10-16;2019-04-16;2020-02-11;2020-04-28;2021-02-18;2021-07-20;2022-02-08;2022-07-19;2025-07-15
"After +C->O, next day DOWN",20,79,20/79 = 25.32%,25.32,2005-10-25;2006-02-14;2008-04-22;2009-10-21;2010-07-20;2011-07-19;2012-02-14;2013-04-18;2013-07-18;2015-10-20;2016-07-14;2017-10-17;2018-07-17;2019-02-12;2022-04-19;2022-10-18;2023-02-07;2024-02-06;2024-04-16;2025-02-04
"After -C->O, next day UP",25,79,25/79 = 31.65%,31.65,2005-07-26;2006-04-25;2006-10-24;2007-10-23;2008-02-12;2009-04-27;2011-10-18;2012-04-17;2012-07-17;2013-10-15;2014-02-11;2014-04-22;2015-02-10;2015-07-21;2017-02-07;2017-04-18;2017-07-20;2019-07-17;2019-10-15;2021-04-20;2021-10-19;2023-10-17;2024-07-16;2024-10-15;2025-10-21
"After -C->O, next day DOWN",16,79,16/79 = 20.25%,20.25,2005-04-26;2007-02-13;2008-10-21;2009-07-23;2010-02-10;2010-04-20;2012-10-16;2014-07-22;2014-10-21;2016-04-19;2016-10-18;2018-04-17;2020-10-27;2023-04-18;2023-07-18;2025-04-15
