Ticker,pos_then_up_fraction,pos_then_down_fraction,neg_then_up_fraction,neg_then_down_fraction,considered,total_earnings,sum_pct
SNA,22/81 = 27.16%,30/81 = 37.04%,14/81 = 17.28%,15/81 = 18.52%,81,85,100.0
