# Post-Earnings Next-Day Outcomes for LEN
# total_earnings=84, considered=82, excluded_c2o_zero=2, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",19,82,19/82 = 23.17%,23.17,2023-06-14;2022-09-21;2022-03-16;2021-06-16;2020-12-16;2020-03-19;2019-10-02;2018-04-04;2018-01-10;2015-12-18;2015-06-24;2015-03-19;2013-09-24;2013-06-25;2011-01-11;2010-06-24;2010-03-24;2008-09-23;2005-09-21
"After +C→O, next day DOWN",19,82,19/82 = 23.17%,23.17,2023-03-14;2020-06-15;2020-01-08;2018-06-26;2017-03-21;2016-03-29;2014-09-17;2014-03-20;2013-01-15;2011-09-19;2011-06-23;2010-09-20;2009-09-21;2008-12-18;2008-06-26;2007-09-25;2006-09-26;2005-12-15;2005-06-21
"After −C→O, next day UP",23,82,23/82 = 28.05%,28.05,2025-06-17;2025-03-20;2024-12-18;2023-12-14;2023-09-14;2022-12-14;2022-06-21;2021-09-20;2021-03-16;2020-09-14;2017-09-14;2016-09-20;2015-01-15;2014-06-26;2012-06-27;2012-03-27;2012-01-11;2010-01-07;2009-06-25;2008-03-27;2008-01-25;2007-06-26;2006-03-28
"After −C→O, next day DOWN",21,82,21/82 = 25.61%,25.61,2024-09-19;2024-06-17;2024-03-13;2021-12-15;2019-06-25;2019-03-27;2019-01-09;2018-10-03;2017-06-20;2016-12-19;2015-09-21;2013-12-18;2013-03-20;2012-09-24;2011-03-29;2009-03-31;2007-03-27;2007-01-05;2006-06-26;2004-12-15;2004-09-22
