# Post-Earnings Next-Day Outcomes for IQV
# total_earnings=50, considered=48, excluded_c2o_zero=2, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",16,48,16/48 = 33.33%,33.33,2025-07-22;2025-05-06;2024-10-31;2023-11-01;2023-02-10;2022-04-27;2021-10-21;2021-07-27;2021-04-22;2021-02-10;2020-04-28;2018-07-24;2017-10-26;2016-07-27;2014-10-30;2013-10-31
"After +C→O, next day DOWN",18,48,18/48 = 37.50%,37.5,2025-10-28;2025-02-06;2024-05-02;2022-07-21;2020-10-20;2020-07-22;2019-07-24;2019-02-14;2018-02-14;2017-08-03;2017-05-03;2016-11-02;2016-02-11;2015-07-29;2015-02-12;2014-07-31;2014-05-01;2013-08-01
"After −C→O, next day UP",6,48,6/48 = 12.50%,12.5,2023-08-01;2023-04-27;2022-02-15;2020-02-12;2019-05-01;2018-05-02
"After −C→O, next day DOWN",8,48,8/48 = 16.67%,16.67,2024-07-22;2024-02-14;2022-10-26;2019-10-30;2018-10-22;2017-02-14;2016-05-03;2015-04-29
