# Post-Earnings Next-Day Outcomes for EA
# total_earnings=84, considered=83, excluded_c2o_zero=1, excluded_o2c_zero=0
# sum_pct=100.01
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",24,83,24/83 = 28.92%,28.92,2005-01-25;2005-11-01;2006-08-01;2006-11-02;2007-08-01;2009-02-03;2010-08-03;2011-02-01;2011-05-04;2012-07-31;2013-05-07;2013-07-23;2014-01-28;2014-05-06;2014-10-28;2015-01-27;2016-05-10;2016-11-01;2017-05-09;2018-05-08;2022-05-10;2022-08-02;2024-10-29;2025-07-29
"After +C->O, next day DOWN",18,83,18/83 = 21.69%,21.69,2006-02-02;2007-02-01;2009-05-05;2011-07-26;2012-02-01;2013-10-29;2015-05-05;2018-01-30;2019-05-07;2019-07-30;2020-07-30;2021-05-11;2021-08-04;2021-11-03;2023-05-09;2023-11-01;2024-07-30;2025-05-06
"After -C->O, next day UP",19,83,19/83 = 22.89%,22.89,2004-10-19;2005-05-03;2005-07-26;2008-01-31;2008-07-29;2010-01-11;2011-10-27;2012-05-07;2013-01-30;2015-07-30;2016-08-02;2017-07-27;2019-02-05;2019-10-29;2020-05-05;2022-02-01;2022-11-01;2024-01-30;2025-01-22
"After -C->O, next day DOWN",22,83,22/83 = 26.51%,26.51,2006-05-03;2007-05-08;2007-10-12;2008-05-13;2008-10-30;2009-08-04;2009-11-09;2010-05-11;2010-11-02;2014-07-22;2015-10-29;2016-01-28;2017-10-31;2018-07-26;2018-10-30;2020-01-30;2020-11-05;2021-02-02;2023-01-31;2023-08-01;2024-05-07;2025-10-28
