Ticker,pos_then_up_fraction,pos_then_down_fraction,neg_then_up_fraction,neg_then_down_fraction,considered,total_earnings,sum_pct
HUBB,28/83 = 33.73%,18/83 = 21.69%,13/83 = 15.66%,24/83 = 28.92%,83,89,100.0
