Ticker,pos_then_up_fraction,pos_then_down_fraction,neg_then_up_fraction,neg_then_down_fraction,considered,total_earnings,sum_pct
TEL,19/69 = 27.54%,21/69 = 30.43%,14/69 = 20.29%,15/69 = 21.74%,69,74,100.0
