# Post-Earnings Next-Day Outcomes for HBAN
# total_earnings=68, considered=65, excluded_c2o_zero=3, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",21,65,21/65 = 32.31%,32.31,2025-01-17;2024-07-19;2024-01-19;2023-07-21;2023-01-20;2022-10-21;2021-04-22;2020-04-23;2019-07-25;2018-07-25;2018-04-24;2017-07-21;2017-04-19;2016-01-21;2015-10-22;2012-04-18;2011-04-20;2011-01-20;2010-10-21;2010-04-21;2010-01-22
"After +C→O, next day DOWN",18,65,18/65 = 27.69%,27.69,2025-07-14;2024-10-17;2023-10-20;2022-07-21;2022-04-21;2020-10-22;2020-07-23;2019-01-24;2018-01-23;2017-01-25;2016-10-26;2015-07-23;2014-07-18;2014-01-16;2013-10-17;2013-01-17;2012-10-18;2011-10-20
"After −C→O, next day UP",14,65,14/65 = 21.54%,21.54,2022-01-21;2019-10-24;2017-10-25;2016-04-20;2014-10-17;2014-04-16;2012-01-19;2011-07-21;2010-07-22;2009-07-23;2009-04-21;2009-01-22;2008-10-16;2008-04-16
"After −C→O, next day DOWN",12,65,12/65 = 18.46%,18.46,2025-04-17;2023-04-20;2021-10-28;2021-07-29;2021-01-22;2018-10-23;2015-04-22;2015-01-22;2013-04-17;2012-07-19;2009-10-22;2008-07-17
