# Post-Earnings Next-Day Outcomes for MCO
# total_earnings=85, considered=83, excluded_c2o_zero=2, excluded_o2c_zero=0
# sum_pct=100.01
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",21,83,21/83 = 25.30%,25.3,2004-10-27;2005-10-26;2006-10-25;2008-10-29;2009-02-05;2009-04-29;2010-02-04;2010-04-21;2010-10-28;2011-04-27;2012-07-26;2013-02-08;2015-05-01;2016-04-29;2016-07-22;2017-07-21;2018-02-09;2021-02-12;2021-04-28;2025-07-23;2025-10-22
"After +C->O, next day DOWN",24,83,24/83 = 28.92%,28.92,2005-02-16;2006-02-03;2008-02-07;2008-04-23;2009-07-29;2011-01-06;2012-02-08;2012-04-26;2014-02-07;2014-04-25;2014-07-25;2016-10-21;2017-01-17;2017-11-03;2018-04-27;2018-10-26;2020-07-30;2021-10-28;2023-04-25;2024-02-13;2024-05-02;2024-10-22;2025-02-13;2025-04-22
"After -C->O, next day UP",18,83,18/83 = 21.69%,21.69,2006-08-02;2007-02-07;2007-08-01;2008-07-30;2010-07-29;2012-10-26;2013-05-03;2013-07-24;2014-10-24;2015-02-06;2015-10-30;2019-07-31;2019-10-30;2020-04-30;2020-10-29;2022-05-02;2022-07-26;2023-01-31
"After -C->O, next day DOWN",20,83,20/83 = 24.10%,24.1,2005-04-27;2005-07-29;2007-04-25;2007-10-24;2009-10-29;2011-10-27;2013-10-25;2015-07-24;2016-02-05;2017-05-05;2018-07-27;2019-02-15;2019-04-24;2020-02-12;2021-07-28;2022-02-10;2022-10-25;2023-07-25;2023-10-25;2024-07-23
