# Post-Earnings Next-Day Outcomes for GL
# total_earnings=85, considered=77, excluded_c2o_zero=8, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",23,77,23/77 = 29.87%,29.87,2024-04-22;2024-02-07;2020-07-22;2019-07-24;2019-04-17;2018-10-24;2018-07-25;2018-04-18;2017-10-24;2017-04-19;2016-07-27;2016-04-26;2014-02-03;2013-07-24;2013-04-23;2010-10-27;2010-07-28;2010-02-10;2008-10-10;2008-04-16;2008-02-06;2006-04-19;2005-04-20
"After +C→O, next day DOWN",21,77,21/77 = 27.27%,27.27,2025-02-05;2024-10-23;2024-07-24;2023-10-25;2023-05-03;2023-02-01;2022-10-26;2022-04-20;2022-02-02;2021-07-21;2019-10-23;2017-07-26;2016-10-25;2016-02-03;2014-04-22;2012-07-25;2011-10-26;2011-07-27;2010-04-27;2007-07-18;2007-04-18
"After −C→O, next day UP",15,77,15/77 = 19.48%,19.48,2025-10-22;2025-04-30;2021-10-20;2020-10-21;2020-04-22;2020-02-04;2017-02-01;2015-07-27;2015-02-02;2013-02-04;2012-04-24;2012-02-06;2011-04-26;2009-10-28;2009-02-04
"After −C→O, next day DOWN",18,77,18/77 = 23.38%,23.38,2022-07-27;2021-04-21;2021-02-02;2019-02-05;2015-10-26;2015-04-22;2014-10-22;2014-07-23;2011-02-09;2009-07-27;2009-04-22;2008-07-23;2007-02-07;2006-02-08;2005-10-19;2005-07-20;2005-02-09;2004-10-20
