# Post-Earnings Next-Day Outcomes for MNST
# total_earnings=83, considered=83, excluded_c2o_zero=0, excluded_o2c_zero=0
# sum_pct=99.99
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",32,83,32/83 = 38.55%,38.55,2024-05-02;2023-05-04;2022-11-03;2022-02-24;2021-11-04;2021-08-05;2021-02-25;2020-08-04;2020-05-07;2019-05-02;2019-02-27;2018-08-08;2017-05-04;2016-08-04;2016-04-29;2015-11-05;2015-08-06;2015-02-26;2014-11-06;2014-08-07;2011-08-04;2011-02-24;2010-08-05;2010-02-25;2009-08-06;2009-05-07;2009-02-26;2007-11-08;2007-02-27;2006-11-09;2006-05-09;2006-03-09
"After +C→O, next day DOWN",15,83,15/83 = 18.07%,18.07,2025-11-06;2025-08-07;2025-02-27;2024-02-28;2023-11-02;2020-11-05;2020-02-27;2019-11-07;2017-03-01;2014-02-27;2013-08-08;2013-02-27;2012-05-09;2011-05-05;2008-11-06
"After −C→O, next day UP",25,83,25/83 = 30.12%,30.12,2025-05-08;2024-11-07;2024-08-07;2023-02-28;2022-05-05;2021-05-06;2019-08-07;2018-11-07;2017-11-08;2017-08-08;2016-11-03;2016-02-25;2014-05-08;2013-05-08;2012-11-07;2012-02-23;2011-11-03;2010-11-04;2010-05-06;2009-11-05;2008-08-07;2008-05-07;2008-02-28;2007-08-08;2005-11-09
"After −C→O, next day DOWN",11,83,11/83 = 13.25%,13.25,2023-08-03;2022-08-04;2018-05-08;2018-02-28;2015-05-07;2013-11-07;2012-08-08;2007-05-07;2006-08-07;2005-08-09;2005-05-11
