# Post-Earnings Next-Day Outcomes for KMX
# total_earnings=86, considered=82, excluded_c2o_zero=3, excluded_o2c_zero=1
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",15,82,15/82 = 18.29%,18.29,2004-03-04;2004-06-04;2005-03-04;2007-06-20;2007-09-19;2009-12-18;2011-03-31;2013-04-10;2016-04-07;2017-06-21;2020-06-19;2020-12-22;2021-04-01;2021-06-25;2023-09-28
"After +C->O, next day DOWN",23,82,23/82 = 28.05%,28.05,2003-12-04;2007-03-29;2008-06-18;2009-09-22;2010-04-01;2010-06-23;2012-09-20;2013-12-20;2015-06-19;2016-09-21;2017-12-21;2018-04-04;2018-09-26;2018-12-21;2019-03-29;2020-09-24;2021-09-30;2021-12-22;2022-06-24;2023-04-11;2023-06-23;2024-09-26;2024-12-19
"After -C->O, next day UP",21,82,21/82 = 25.61%,25.61,2005-09-21;2005-12-21;2008-04-02;2008-12-19;2010-09-22;2011-06-22;2011-09-22;2011-12-21;2012-04-05;2012-12-20;2014-06-20;2014-09-23;2015-09-22;2017-09-22;2022-04-12;2022-09-29;2022-12-22;2024-04-11;2024-06-21;2025-04-10;2025-09-25
"After -C->O, next day DOWN",23,82,23/82 = 28.05%,28.05,2003-09-05;2006-03-14;2006-09-20;2007-12-19;2009-04-02;2009-06-19;2010-12-21;2012-06-21;2013-06-21;2013-09-24;2014-04-04;2015-04-02;2015-12-18;2016-06-21;2016-12-20;2017-04-06;2018-06-22;2019-06-21;2019-09-24;2019-12-20;2020-04-02;2023-12-21;2025-06-20
