# Post-Earnings Next-Day Outcomes for JNJ
# total_earnings=85, considered=83, excluded_c2o_zero=2, excluded_o2c_zero=0
# sum_pct=100.01
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",16,83,16/83 = 19.28%,19.28,2025-01-22;2023-04-18;2019-10-15;2017-07-18;2017-01-24;2016-04-19;2015-04-14;2013-10-15;2012-10-16;2011-04-19;2010-10-19;2009-07-14;2008-07-15;2006-10-17;2006-07-18;2005-10-18
"After +C→O, next day DOWN",26,83,26/83 = 31.33%,31.33,2025-10-14;2025-04-15;2024-04-16;2022-07-19;2021-10-19;2020-10-13;2020-07-16;2019-04-16;2018-01-23;2017-04-18;2016-10-18;2016-07-19;2014-07-15;2014-04-15;2013-07-16;2011-10-18;2011-01-25;2010-07-20;2009-10-13;2009-04-14;2009-01-20;2008-10-14;2008-04-15;2007-10-16;2006-04-18;2006-01-24
"After −C→O, next day UP",24,83,24/83 = 28.92%,28.92,2024-10-15;2023-07-20;2023-01-24;2022-04-19;2022-01-25;2021-07-21;2021-04-20;2020-04-14;2020-01-22;2019-01-22;2018-10-16;2016-01-26;2015-07-14;2015-01-20;2014-10-14;2014-01-21;2013-04-16;2013-01-22;2012-07-17;2012-01-24;2010-01-26;2007-01-23;2005-07-19;2004-04-13
"After −C→O, next day DOWN",17,83,17/83 = 20.48%,20.48,2025-07-16;2024-07-17;2024-01-23;2023-10-17;2022-10-18;2021-01-26;2019-07-16;2018-07-17;2018-04-17;2015-10-13;2012-04-17;2011-07-19;2010-04-20;2008-01-22;2007-07-17;2007-04-17;2005-01-26
