Ticker,pos_then_up_fraction,pos_then_down_fraction,neg_then_up_fraction,neg_then_down_fraction,considered,total_earnings,sum_pct
GDDY,14/43 = 32.56%,8/43 = 18.60%,5/43 = 11.63%,16/43 = 37.21%,43,43,100.0
