# Post-Earnings Next-Day Outcomes for MMC
# total_earnings=85, considered=81, excluded_c2o_zero=3, excluded_o2c_zero=1
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",18,81,18/81 = 22.22%,22.22,2025-10-16;2025-07-17;2023-07-20;2021-10-21;2021-07-22;2021-04-27;2019-01-31;2017-07-27;2017-02-02;2016-02-04;2015-10-27;2015-04-30;2013-08-07;2013-05-02;2013-02-12;2009-11-04;2006-05-03;2005-05-03
"After +C→O, next day DOWN",20,81,20/81 = 24.69%,24.69,2024-10-17;2024-07-18;2024-04-18;2023-10-19;2023-04-20;2020-07-30;2017-04-27;2014-10-28;2014-07-29;2013-11-06;2012-02-14;2011-11-02;2011-02-15;2009-08-05;2009-05-06;2008-05-07;2008-02-12;2007-08-07;2007-05-08;2007-02-13
"After −C→O, next day UP",24,81,24/81 = 29.63%,29.63,2024-01-25;2022-10-20;2022-01-27;2021-01-28;2020-10-29;2020-04-30;2019-10-29;2019-04-25;2018-10-25;2018-04-26;2016-10-25;2016-04-28;2015-07-28;2015-02-06;2014-05-02;2014-02-11;2010-11-09;2010-08-03;2010-02-10;2009-02-11;2007-11-08;2006-11-01;2005-11-01;2004-11-09
"After −C→O, next day DOWN",19,81,19/81 = 23.46%,23.46,2025-04-17;2025-01-30;2023-01-26;2022-07-21;2022-04-21;2020-01-30;2019-07-30;2018-07-26;2018-02-01;2016-07-28;2012-11-06;2012-08-07;2012-05-01;2011-08-03;2011-05-04;2010-05-04;2008-11-05;2008-08-06;2006-08-03
