# Post-Earnings Next-Day Outcomes for PWR
# total_earnings=84, considered=84, excluded_c2o_zero=0, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",25,84,25/84 = 29.76%,29.76,2023-05-04;2022-08-04;2021-11-04;2020-08-06;2020-05-07;2018-11-01;2017-08-03;2016-08-04;2016-02-25;2015-08-05;2014-11-05;2014-07-31;2013-10-31;2013-02-21;2012-08-02;2011-11-02;2010-05-05;2009-11-04;2009-08-05;2008-05-07;2008-02-21;2007-05-03;2007-01-23;2006-08-02;2005-11-04
"After +C→O, next day DOWN",25,84,25/84 = 29.76%,29.76,2025-10-30;2025-05-01;2025-02-20;2024-10-31;2024-05-02;2024-02-22;2023-11-02;2023-08-03;2022-11-03;2021-08-05;2019-05-02;2019-02-21;2018-02-22;2017-05-04;2017-02-21;2015-04-30;2014-02-20;2013-05-02;2012-10-31;2010-11-03;2009-05-06;2009-02-24;2008-11-05;2006-02-23;2005-08-04
"After −C→O, next day UP",17,84,17/84 = 20.24%,20.24,2025-07-31;2023-02-23;2022-02-24;2021-05-06;2020-10-29;2019-10-31;2018-08-02;2018-05-03;2016-05-05;2015-10-16;2013-08-01;2011-05-04;2008-08-06;2006-11-02;2006-05-04;2005-03-10;2004-11-03
"After −C→O, next day DOWN",17,84,17/84 = 20.24%,20.24,2024-08-01;2022-05-05;2021-02-25;2020-02-27;2019-08-01;2017-11-02;2016-11-03;2015-02-19;2014-05-01;2012-05-03;2012-02-07;2011-08-03;2011-02-23;2010-08-04;2010-02-22;2007-11-08;2007-08-02
