Ticker,pos_then_up_fraction,pos_then_down_fraction,neg_then_up_fraction,neg_then_down_fraction,considered,total_earnings,sum_pct
KHC,10/42 = 23.81%,8/42 = 19.05%,12/42 = 28.57%,12/42 = 28.57%,42,42,100.0
