# Post-Earnings Next-Day Outcomes for TROW
# total_earnings=30, considered=30, excluded_c2o_zero=0, excluded_o2c_zero=0
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C→O, next day UP",6,30,6/30 = 20.00%,20.0,2025-08-01;2023-10-27;2019-01-30;2016-01-28;2011-01-28;2005-01-28
"After +C→O, next day DOWN",6,30,6/30 = 20.00%,20.0,2025-02-05;2024-02-08;2023-07-28;2010-01-28;2007-01-26;2006-01-27
"After −C→O, next day UP",9,30,9/30 = 30.00%,30.0,2025-05-02;2024-11-01;2024-07-26;2023-01-26;2022-01-27;2020-01-29;2015-01-28;2008-01-29;2005-04-26
"After −C→O, next day DOWN",9,30,9/30 = 30.00%,30.0,2024-04-26;2023-05-02;2021-01-28;2018-01-30;2017-01-26;2013-01-29;2012-01-27;2009-01-29;2006-04-26
