date,close_to_open_pct,close_to_close_pct,open_to_close_pct,scenario,gap_sign,intraday_sign
2008-01-10,-0.74,2.67,3.43,neg_then_up,negative,up
2008-04-09,7.72,1.82,-5.47,pos_then_down,positive,down
2008-07-02,0.72,2.69,1.96,pos_then_up,positive,up
2008-10-02,1.0,2.46,1.44,pos_then_up,positive,up
2009-01-09,-4.21,-6.02,-1.88,neg_then_down,negative,down
2009-04-02,3.44,4.12,0.66,pos_then_up,positive,up
2009-07-02,-0.69,0.28,0.98,neg_then_up,negative,up
2009-10-01,-3.1,-0.11,3.08,neg_then_up,negative,up
2010-01-07,0.03,3.36,3.32,pos_then_up,positive,up
2010-04-08,0.55,1.19,0.63,pos_then_up,positive,up
2010-07-01,0.77,1.57,0.8,pos_then_up,positive,up
2010-09-30,0.78,3.37,2.57,pos_then_up,positive,up
2011-01-13,-0.05,-0.9,-0.84,neg_then_down,negative,down
2011-05-05,1.56,2.21,0.65,pos_then_up,positive,up
2011-08-04,1.35,-2.92,-4.21,pos_then_down,positive,down
2011-11-02,0.91,3.52,2.59,pos_then_up,positive,up
2012-02-02,1.09,3.54,2.43,pos_then_up,positive,up
2012-05-02,0.88,2.9,2.0,pos_then_up,positive,up
2012-08-02,1.46,3.29,1.8,pos_then_up,positive,up
2012-11-06,-0.57,0.04,0.62,neg_then_up,negative,up
2013-02-07,-0.09,1.52,1.61,neg_then_up,negative,up
2013-05-01,0.57,1.17,0.6,pos_then_up,positive,up
2013-08-01,0.14,2.55,2.41,pos_then_up,positive,up
2013-10-31,-0.2,0.49,0.69,neg_then_up,negative,up
2014-02-06,-0.71,-1.13,-0.42,neg_then_down,negative,down
2014-04-30,-0.1,1.11,1.21,neg_then_up,negative,up
2014-07-31,-0.86,-1.97,-1.11,neg_then_down,negative,down
2014-10-30,0.32,0.06,-0.26,pos_then_down,positive,down
2015-02-05,0.4,0.96,0.56,pos_then_up,positive,up
2015-04-30,0.59,1.9,1.3,pos_then_up,positive,up
2015-07-30,0.57,0.28,-0.29,pos_then_down,positive,down
2015-10-29,0.4,2.26,1.85,pos_then_up,positive,up
2016-02-04,-0.09,-2.39,-2.3,neg_then_down,negative,down
2016-04-28,0.6,0.86,0.26,pos_then_up,positive,up
2016-07-28,0.07,1.4,1.33,pos_then_up,positive,up
2016-10-27,0.16,-0.82,-0.98,pos_then_down,positive,down
2017-02-02,1.19,3.08,1.87,pos_then_up,positive,up
2017-05-04,0.26,2.0,1.74,pos_then_up,positive,up
2017-08-03,0.71,-0.48,-1.18,pos_then_down,positive,down
2017-11-02,0.44,0.49,0.06,pos_then_up,positive,up
2018-02-01,0.43,-2.59,-3.01,pos_then_down,positive,down
2018-05-03,-0.67,1.96,2.65,neg_then_up,negative,up
2018-08-02,0.82,-2.04,-2.83,pos_then_down,positive,down
2018-11-01,0.12,-2.16,-2.28,pos_then_down,positive,down
2019-01-31,0.42,1.52,1.09,pos_then_up,positive,up
2019-05-02,0.05,2.55,2.5,pos_then_up,positive,up
2019-08-01,-0.34,-2.29,-1.95,neg_then_down,negative,down
2019-10-31,0.97,4.84,3.83,pos_then_up,positive,up
2020-01-30,-0.25,-2.38,-2.14,neg_then_down,negative,down
2020-04-28,2.39,4.87,2.42,pos_then_up,positive,up
2020-07-28,-0.13,1.8,1.93,neg_then_up,negative,up
2020-10-27,-1.94,-4.54,-2.66,neg_then_down,negative,down
2021-01-28,-0.62,0.02,0.64,neg_then_up,negative,up
2021-04-27,0.29,-0.73,-1.02,pos_then_down,positive,down
2021-07-27,0.8,1.31,0.5,pos_then_up,positive,up
2021-10-26,0.53,-0.95,-1.47,pos_then_down,positive,down
2022-01-27,-1.69,3.32,5.1,neg_then_up,negative,up
2022-04-26,-0.05,-2.8,-2.75,neg_then_down,negative,down
2022-07-26,1.3,2.28,0.96,pos_then_up,positive,up
2022-10-25,-0.54,0.71,1.26,neg_then_up,negative,up
2023-01-31,2.07,4.32,2.2,pos_then_up,positive,up
2023-04-25,-1.67,-2.74,-1.1,neg_then_down,negative,down
2023-07-25,0.33,1.65,1.32,pos_then_up,positive,up
2023-10-31,-0.68,0.06,0.75,neg_then_up,negative,up
2024-01-30,-0.37,-0.6,-0.23,neg_then_down,negative,down
2024-04-23,1.46,4.18,2.69,pos_then_up,positive,up
2024-07-23,-0.21,-2.16,-1.96,neg_then_down,negative,down
2024-10-29,0.53,-1.7,-2.22,pos_then_down,positive,down
2025-01-29,0.08,-0.39,-0.47,pos_then_down,positive,down
2025-04-22,1.81,-0.94,-2.7,pos_then_down,positive,down
2025-07-22,1.57,0.83,-0.73,pos_then_down,positive,down
2025-10-28,-0.94,-4.42,-3.51,neg_then_down,negative,down
