# Post-Earnings Next-Day Outcomes for NI
# total_earnings=85, considered=78, excluded_c2o_zero=6, excluded_o2c_zero=1
# sum_pct=100.0
Scenario,Count,Denominator,Fraction,Percent,Dates
"After +C->O, next day UP",20,78,20/78 = 25.64%,25.64,2005-01-31;2011-05-03;2013-07-31;2013-10-31;2014-02-18;2014-04-30;2015-04-30;2017-02-22;2017-11-01;2018-08-01;2019-05-01;2019-07-31;2019-10-30;2020-11-02;2021-02-17;2022-11-07;2023-02-22;2023-05-03;2024-05-08;2025-02-12
"After +C->O, next day DOWN",20,78,20/78 = 25.64%,25.64,2005-07-28;2005-11-04;2006-05-03;2007-05-03;2007-08-02;2009-08-04;2010-10-29;2012-02-01;2012-07-31;2013-02-19;2013-04-30;2014-10-30;2015-02-18;2017-08-02;2018-11-01;2020-05-06;2021-05-05;2021-11-03;2022-08-03;2023-08-02
"After -C->O, next day UP",18,78,18/78 = 23.08%,23.08,2008-01-30;2009-02-04;2009-05-01;2010-02-01;2010-08-03;2011-08-02;2016-02-18;2016-05-03;2017-05-03;2018-05-02;2019-02-20;2020-08-05;2021-08-04;2022-02-23;2023-11-01;2024-08-07;2024-10-30;2025-08-06
"After -C->O, next day DOWN",20,78,20/78 = 25.64%,25.64,2006-01-31;2006-08-02;2006-11-02;2007-11-02;2008-08-05;2008-11-04;2010-05-04;2011-02-01;2011-10-28;2012-05-01;2012-11-02;2014-07-31;2015-08-03;2016-08-02;2018-02-20;2020-02-27;2022-05-04;2024-02-21;2025-05-07;2025-10-29
