Ticker,pos_then_up_fraction,pos_then_down_fraction,neg_then_up_fraction,neg_then_down_fraction,considered,total_earnings,sum_pct
TRV,29/84 = 34.52%,21/84 = 25.00%,17/84 = 20.24%,17/84 = 20.24%,84,89,100.0
