ticker
SNAP
RIVN
ROKU
ETSY
NET
TWLO
U
ZM
CRWD
SNOW
MDB
AI
UPST
CVNA
NFLX
ENPH
TTD
META
AKAM
AMZN
ALGN
ANET
PLTR
BKNG
DASH
FTNT
FFIV
ULTA
FSLR
EXPE
PANW
NVDA
TSLA
SMCI
DECK
NTAP
PODD
PAYC
ABNB
ISRG
ORCL
SWKS
BILL
FSLY
SHOP
OKTA
TEAM
DOCU
AFRM
DDOG
SYM
REAL
GRPN
PDD
MELI
SE
ADYEN
SPOT
BILI
JD
