month,strategy_monthly_return_pct,sp500_monthly_return_pct,diff_pp
2018-01,-0.7196190570917027,5.219604026651492,-5.939223083743195
2018-02,-3.586280312823198,-3.643589441529993,0.057309128706795054
2018-03,0.0,-2.7382626202609894,2.7382626202609894
2018-04,5.306233598490828,0.5544095360442647,4.7518240624465635
2018-05,8.618344142610201,2.3575861728774683,6.260757969732733
2018-06,0.0,-0.012132048048651978,0.012132048048651978
2018-07,-0.11039492100458626,4.116160738663166,-4.226555659667753
2018-08,-11.568853820621882,2.848112658270785,-14.416966478892668
2018-09,0.0,0.5875131089399632,-0.5875131089399632
2018-10,-7.676906431162312,-7.331810789912707,-0.3450956412496051
2018-11,3.2599997843862027,1.5671973787571014,1.6928024056291013
2018-12,0.0,-10.164841510258016,10.164841510258016
2019-01,-0.6407409043845957,9.170117414121638,-9.810858318506234
2019-02,8.48576221534094,3.040717598078113,5.445044617262828
2019-03,0.0,1.292962383923446,-1.292962383923446
2019-04,-1.4302974868914964,3.4121735469731407,-4.842471033864637
2019-05,-7.241856959494397,-6.783456261043808,-0.45840069845058906
2019-06,0.0,6.913607281886036,-6.913607281886036
2019-07,2.7157385060840866,0.301875909700966,2.4138625963831206
2019-08,3.34373395514993,-1.8071920527490293,5.15092600789896
2019-09,0.0,2.328282826163486,-2.328282826163486
2019-10,7.115628209424685,1.8054864361043643,5.3101417733203204
2019-11,15.099763760310147,2.958646176391677,12.141117583918469
2019-12,3.8100000593222383,2.76507877094494,1.0449212883772985
2020-01,-6.888495820609675,-0.5901956995577495,-6.298300121051925
2020-02,-5.2660244468987205,-8.698069298104173,3.432044851205452
2020-03,0.0,-13.101992333195788,13.101992333195788
2020-04,-7.535667061850148,16.586732232644287,-24.122399294494436
2020-05,0.3485760940506344,6.1071616901352765,-5.758585596084642
2020-06,0.0,2.024167895425366,-2.024167895425366
2020-07,-1.047841890341683,5.318881344911519,-6.366723235253202
2020-08,8.648648349880661,6.448700777869432,2.1999475720112294
2020-09,0.0,-4.118101630226034,4.118101630226034
2020-10,-4.277336642977936,-3.4233491610210276,-0.8539874819569082
2020-11,5.576015250848232,9.8728819993134,-4.296866748465168
2020-12,0.0,3.0225967363007866,-3.0225967363007866
2021-01,3.128444303368738,-1.3379902765547014,4.4664345799234395
2021-02,-7.072035290328172,2.143563068512244,-9.215598358840417
2021-03,0.0,3.393091559453154,-3.393091559453154
2021-04,8.01083641262872,4.718263745956985,3.2925726666717345
2021-05,6.004064421185751,0.289359273398615,5.714705147787136
2021-06,0.0,1.920540637626389,-1.920540637626389
2021-07,1.5790570634242496,2.197993958828981,-0.6189368954047314
2021-08,-1.2504915379511705,2.628182336021978,-3.8786738739731486
2021-09,0.0,-4.885615950521515,4.885615950521515
2021-10,-2.3199584487305747,6.676141633180821,-8.996100081911395
2021-11,-2.381923351960602,-0.9460791841186977,-1.4358441678419043
2021-12,-0.7800006062170461,3.549136351219828,-4.329136957436875
2022-01,-6.329975243816033,-5.495659911966843,-0.83431533184919
2022-02,5.629960032468007,-3.22220672489939,8.852166757367396
2022-03,1.06999950142328,3.8337072450082665,-2.7637077435849866
2022-04,9.19836280691575,-8.994733063937222,18.19309587085297
2022-05,4.123392318947561,0.03728357587555742,4.086108743072003
2022-06,0.0,-8.781186501683958,8.781186501683958
2022-07,-4.034466593976383,9.238033299722304,-13.272499893698686
2022-08,-0.3903027945354909,-3.8269782290848653,3.4366754345493744
2022-09,0.0,-8.918820061909427,8.918820061909427
2022-10,-7.721077821978595,7.263599140220944,-14.98467696219954
2022-11,4.13123440811014,4.570211789310452,-0.4389773812003117
2022-12,0.0,-6.059002116071843,6.059002116071843
2023-01,13.407386930690546,5.795308848541314,7.612078082149232
2023-02,20.278431482206273,-2.4549986692465553,22.73343015145283
2023-03,0.0,3.6830039175571594,-3.6830039175571594
2023-04,5.204062030667145,1.6400902431122022,3.5639717875549426
2023-05,-0.35803988851486057,0.31295167119660405,-0.6709915597114646
2023-06,0.0,6.3913027491451,-6.3913027491451
2023-07,-1.7873512889572618,3.1115740566518557,-4.8989253456091175
2023-08,0.7431722744928537,-1.5543254643802684,2.297497738873122
2023-09,0.0,-5.353601901307181,5.353601901307181
2023-10,-8.71625299881268,-2.1173950507920702,-6.598857948020609
2023-11,2.9528032206768806,8.724261555488999,-5.7714583348121185
2023-12,0.0,4.614609594447816,-4.614609594447816
2024-01,25.801253133482604,2.1168697398790126,23.68438339360359
2024-02,3.3134414611881713,4.837581598932772,-1.5241401377446007
2024-03,0.0,3.056585927949995,-3.056585927949995
2024-04,6.340820593986107,-4.227492061670146,10.568312655656253
2024-05,11.448962961037212,4.940912881489923,6.5080500795472895
2024-06,0.0,3.08335767603507,-3.08335767603507
2024-07,6.393383536363539,0.9361904017324063,5.457193134631133
2024-08,5.839523131444602,1.9964473822501105,3.843075749194491
2024-09,0.0,2.4643056742011726,-2.4643056742011726
2024-10,5.920228955532614,-0.9079929995604585,6.828221955093072
2024-11,1.5520675254233396,5.401848196700754,-3.849780671277414
2024-12,0.0,-2.780573711949208,2.780573711949208
