date,ticker,close_to_open_pct,open_to_close_pct,trade_return_pct,n_trades_that_day,avg_daily_return_pct,equity_before,equity_after,cumulative_return_pct
2020-10-29,SYK,1.89,-3.47,-3.47,3,-2.533333,1.11176117,1.08359656,8.359656
2020-10-30,WY,1.91,1.11,1.11,1,1.11,1.08359656,1.09562448,9.562448
2020-11-02,FE,1.44,-0.79,-0.79,1,-0.79,1.09562448,1.08696905,8.696905
2020-11-03,SMCI,15.77,5.62,5.62,2,2.67,1.08696905,1.11599112,11.599112
2020-11-03,SYY,1.1,-0.28,-0.28,2,2.67,1.08696905,1.11599112,11.599112
2020-11-04,EXPE,3.56,1.07,1.07,2,1.54,1.11599112,1.13317738,13.317738
2020-11-04,TRMB,3.21,2.01,2.01,2,1.54,1.11599112,1.13317738,13.317738
2020-11-05,EA,-6.88,-0.26,0.26,3,1.79,1.13317738,1.15346126,15.346126
2020-11-05,GEN,-2.36,-5.16,5.16,3,1.79,1.13317738,1.15346126,15.346126
2020-11-05,RSG,1.7,-0.05,-0.05,3,1.79,1.13317738,1.15346126,15.346126
2020-11-17,WMT,0.33,-0.51,-0.51,1,-0.51,1.15346126,1.14757861,14.757861
2020-12-17,JBL,-0.25,-3.52,3.52,1,3.52,1.14757861,1.18797337,18.797337
2021-01-11,GILD,0.24,-0.93,-0.93,1,-0.93,1.18797337,1.17692522,17.692522
2021-01-13,ISRG,0.35,-2.11,-2.11,1,-2.11,1.17692522,1.1520921,15.20921
2021-01-19,NFLX,12.69,3.7,3.7,1,3.7,1.1520921,1.19471951,19.471951
2021-01-21,IBM,-8.32,-1.73,1.73,1,1.73,1.19471951,1.21538815,21.538815
2021-01-26,BXP,-0.78,-2.48,2.48,2,-0.095,1.21538815,1.21423353,21.423353
2021-01-26,VZ,0.12,-2.67,-2.67,2,-0.095,1.21538815,1.21423353,21.423353
2021-01-27,EW,-3.28,1.61,-1.61,2,-1.34,1.21423353,1.1979628,19.79628
2021-01-27,SYK,0.75,-1.07,-1.07,2,-1.34,1.21423353,1.1979628,19.79628
2021-01-28,MSCI,-0.62,0.64,-0.64,1,-0.64,1.1979628,1.19029584,19.029584
2021-01-29,WY,0.74,1.97,1.97,1,1.97,1.19029584,1.21374467,21.374467
2021-02-02,CMG,-1.84,0.33,-0.33,4,-0.2925,1.21374467,1.21019447,21.019447
2021-02-02,EA,-3.09,-2.45,2.45,4,-0.2925,1.21374467,1.21019447,21.019447
2021-02-02,SMCI,2.36,1.63,1.63,4,-0.2925,1.21374467,1.21019447,21.019447
2021-02-02,SYY,-0.29,4.92,-4.92,4,-0.2925,1.21374467,1.21019447,21.019447
2021-02-04,GEN,-1.21,-0.52,0.52,1,0.52,1.21019447,1.21648748,21.648748
2021-02-08,GPN,-1.36,2.87,-2.87,1,-2.87,1.21648748,1.18157429,18.157429
2021-02-10,MOH,-1.32,6.29,-6.29,2,-2.635,1.18157429,1.15043981,15.043981
2021-02-10,TRMB,-0.27,-1.02,1.02,2,-2.635,1.18157429,1.15043981,15.043981
2021-02-11,EXPE,-1.03,-1.25,1.25,2,0.995,1.15043981,1.16188668,16.188668
2021-02-11,MHK,5.22,0.74,0.74,2,0.995,1.15043981,1.16188668,16.188668
2021-02-16,FE,0.13,-0.06,-0.06,1,-0.06,1.16188668,1.16118955,16.118955
2021-02-18,WMT,0.1,0.39,0.39,1,0.39,1.16118955,1.16571819,16.571819
2021-02-22,RSG,2.7,-2.67,-2.67,1,-2.67,1.16571819,1.13459351,13.459351
2021-02-25,FSLR,-1.34,0.88,-0.88,1,-0.88,1.13459351,1.12460909,12.460909
2021-03-16,JBL,0.38,0.71,0.71,1,0.71,1.12460909,1.13259382,13.259382
2021-04-19,IBM,2.97,0.8,0.8,1,0.8,1.13259382,1.14165457,14.165457
2021-04-20,EW,0.76,5.46,5.46,3,3.76,1.14165457,1.18458078,18.458078
2021-04-20,ISRG,3.68,6.0,6.0,3,3.76,1.14165457,1.18458078,18.458078
2021-04-20,NFLX,-7.56,0.18,-0.18,3,3.76,1.14165457,1.18458078,18.458078
2021-04-21,CMG,1.33,-3.12,-3.12,2,-0.99,1.18458078,1.17285343,17.285343
2021-04-21,VZ,-0.34,-1.14,1.14,2,-0.99,1.18458078,1.17285343,17.285343
2021-04-22,FE,0.17,0.8,0.8,1,0.8,1.17285343,1.18223626,18.223626
2021-04-27,BXP,0.26,-0.78,-0.78,3,-0.42,1.18223626,1.17727086,17.727086
2021-04-27,MSCI,0.29,-1.02,-1.02,3,-0.42,1.18223626,1.17727086,17.727086
2021-04-27,SYK,-1.52,-0.54,0.54,3,-0.42,1.18223626,1.17727086,17.727086
2021-04-28,MOH,1.34,0.7,0.7,1,0.7,1.17727086,1.18551176,18.551176
2021-04-29,FSLR,-3.76,-8.9,8.9,3,2.883333,1.18551176,1.21969401,21.969401
2021-04-29,GILD,-2.16,1.62,-1.62,3,2.883333,1.18551176,1.21969401,21.969401
2021-04-29,MHK,-2.17,-1.37,1.37,3,2.883333,1.18551176,1.21969401,21.969401
2021-04-30,WY,0.44,1.1,1.1,1,1.1,1.21969401,1.23311065,23.311065
2021-05-04,GPN,0.85,-3.38,-3.38,3,-1.916667,1.23311065,1.20947603,20.947603
2021-05-04,SMCI,-2.71,1.88,-1.88,3,-1.916667,1.23311065,1.20947603,20.947603
2021-05-04,SYY,0.32,-0.49,-0.49,3,-1.916667,1.23311065,1.20947603,20.947603
2021-05-05,RSG,0.59,0.7,0.7,2,2.305,1.20947603,1.23735445,23.735445
2021-05-05,TRMB,-2.59,-3.91,3.91,2,2.305,1.20947603,1.23735445,23.735445
2021-05-06,EXPE,6.44,-1.13,-1.13,1,-1.13,1.23735445,1.22337235,22.337235
2021-05-10,GEN,3.32,7.21,7.21,1,7.21,1.22337235,1.31157749,31.157749
2021-05-11,EA,0.21,-1.4,-1.4,1,-1.4,1.31157749,1.29321541,29.321541
2021-05-18,WMT,-0.85,0.86,-0.86,1,-0.86,1.29321541,1.28209375,28.209375
2021-06-17,JBL,-0.92,-2.86,2.86,1,2.86,1.28209375,1.31876164,31.876164
2021-07-19,IBM,3.68,-2.12,-2.12,1,-2.12,1.31876164,1.29080389,29.080389
2021-07-20,CMG,5.24,5.98,5.98,3,1.43,1.29080389,1.30926238,30.926238
2021-07-20,ISRG,3.14,-4.07,-4.07,3,1.43,1.29080389,1.30926238,30.926238
2021-07-20,NFLX,-0.93,-2.38,2.38,3,1.43,1.29080389,1.30926238,30.926238
2021-07-21,VZ,0.36,-0.36,-0.36,1,-0.36,1.30926238,1.30454904,30.454904
2021-07-22,FE,-1.66,-0.08,0.08,1,0.08,1.30454904,1.30559268,30.559268
2021-07-27,BXP,1.32,0.2,0.2,4,-0.1925,1.30559268,1.30307941,30.307941
2021-07-27,GEN,-0.47,-0.35,0.35,4,-0.1925,1.30559268,1.30307941,30.307941
2021-07-27,MSCI,0.8,0.5,0.5,4,-0.1925,1.30559268,1.30307941,30.307941
2021-07-27,SYK,1.98,-1.82,-1.82,4,-0.1925,1.30559268,1.30307941,30.307941
2021-07-28,MOH,-0.32,-1.22,1.22,1,1.22,1.30307941,1.31897698,31.897698
2021-07-29,EW,1.58,-0.98,-0.98,4,-1.9825,1.31897698,1.29282826,29.282826
2021-07-29,FSLR,-2.1,4.95,-4.95,4,-1.9825,1.31897698,1.29282826,29.282826
2021-07-29,GILD,-1.62,-0.6,0.6,4,-1.9825,1.31897698,1.29282826,29.282826
2021-07-29,RSG,-0.1,2.6,-2.6,4,-1.9825,1.31897698,1.29282826,29.282826
2021-07-30,WY,0.03,1.42,1.42,1,1.42,1.29282826,1.31118642,31.118642
2021-08-02,GPN,1.57,-2.81,-2.81,1,-2.81,1.31118642,1.27434209,27.434209
2021-08-04,EA,3.52,-5.5,-5.5,2,-1.44,1.27434209,1.25599156,25.599156
2021-08-04,TRMB,0.47,2.62,2.62,2,-1.44,1.27434209,1.25599156,25.599156
2021-08-05,EXPE,-7.5,-0.45,0.45,1,0.45,1.25599156,1.26164352,26.164352
2021-08-10,SMCI,2.41,-1.72,-1.72,2,-1.205,1.26164352,1.24644072,24.644072
2021-08-10,SYY,0.59,-0.69,-0.69,2,-1.205,1.26164352,1.24644072,24.644072
2021-08-17,WMT,-0.1,-0.96,0.96,1,0.96,1.24644072,1.25840655,25.840655
2021-09-29,JBL,3.3,-1.27,-1.27,1,-1.27,1.25840655,1.24242479,24.242479
2021-10-19,ISRG,0.51,0.53,0.53,2,0.3,1.24242479,1.24615206,24.615206
2021-10-19,NFLX,-2.1,-0.07,0.07,2,0.3,1.24242479,1.24615206,24.615206
2021-10-20,IBM,-5.91,-3.88,3.88,2,1.585,1.24615206,1.26590357,26.590357
2021-10-20,VZ,0.3,-0.71,-0.71,2,1.585,1.24615206,1.26590357,26.590357
2021-10-26,BXP,1.1,-3.98,-3.98,2,-2.725,1.26590357,1.2314077,23.14077
2021-10-26,MSCI,0.53,-1.47,-1.47,2,-2.725,1.26590357,1.2314077,23.14077
2021-10-27,EW,-5.23,5.92,-5.92,2,-3.73,1.2314077,1.18547619,18.547619
2021-10-27,MOH,2.09,-1.54,-1.54,2,-3.73,1.2314077,1.18547619,18.547619
2021-10-28,FE,-0.74,2.42,-2.42,5,-0.156,1.18547619,1.18362685,18.362685
2021-10-28,GILD,-2.14,-1.55,1.55,5,-0.156,1.18547619,1.18362685,18.362685
2021-10-28,MHK,-5.05,-6.24,6.24,5,-0.156,1.18547619,1.18362685,18.362685
2021-10-28,RSG,8.01,-4.09,-4.09,5,-0.156,1.18547619,1.18362685,18.362685
2021-10-28,SYK,-2.88,2.06,-2.06,5,-0.156,1.18547619,1.18362685,18.362685
2021-10-29,WY,0.67,2.84,2.84,1,2.84,1.18362685,1.21724185,21.724185
2021-11-02,GPN,0.19,1.71,1.71,2,1.41,1.21724185,1.23440496,23.440496
2021-11-02,SMCI,11.74,1.11,1.11,2,1.41,1.21724185,1.23440496,23.440496
2021-11-03,EA,2.78,-0.63,-0.63,2,-2.81,1.23440496,1.19971818,19.971818
2021-11-03,TRMB,3.44,-4.99,-4.99,2,-2.81,1.23440496,1.19971818,19.971818
2021-11-04,EXPE,13.8,1.61,1.61,3,-1.343333,1.19971818,1.18360197,18.360197
2021-11-04,FSLR,-2.46,2.21,-2.21,3,-1.343333,1.19971818,1.18360197,18.360197
2021-11-04,GEN,2.81,-3.43,-3.43,3,-1.343333,1.19971818,1.18360197,18.360197
2021-11-09,SYY,-0.38,-0.95,0.95,1,0.95,1.18360197,1.19484619,19.484619
2021-11-16,WMT,-0.01,-0.85,0.85,1,0.85,1.19484619,1.20500238,20.500238
2021-12-16,JBL,0.12,1.63,1.63,1,1.63,1.20500238,1.22464392,22.464392
2021-12-27,IBM,-0.02,0.78,-0.78,1,-0.78,1.22464392,1.21509169,21.509169
2022-01-12,ISRG,0.56,-3.62,-3.62,1,-3.62,1.21509169,1.17110537,17.110537
2022-01-20,NFLX,-21.21,-0.73,0.73,1,0.73,1.17110537,1.17965444,17.965444
2022-01-25,VZ,-0.53,-3.04,3.04,1,3.04,1.17965444,1.21551594,21.551594
2022-01-26,BXP,1.25,-4.82,-4.82,2,-3.39,1.21551594,1.17430995,17.430995
2022-01-26,EW,-7.94,1.96,-1.96,2,-3.39,1.21551594,1.17430995,17.430995
2022-01-27,MSCI,-1.69,5.1,-5.1,2,-4.21,1.17430995,1.1248715,12.48715
2022-01-27,SYK,-2.0,3.32,-3.32,2,-4.21,1.17430995,1.1248715,12.48715
2022-01-28,WY,-0.5,2.48,-2.48,1,-2.48,1.1248715,1.09697469,9.697469
2022-02-01,EA,-3.25,9.11,-9.11,3,-2.976667,1.09697469,1.06432141,6.432141
2022-02-01,GILD,-4.34,0.49,-0.49,3,-2.976667,1.09697469,1.06432141,6.432141
2022-02-01,SMCI,4.36,0.67,0.67,3,-2.976667,1.09697469,1.06432141,6.432141
2022-02-03,GEN,1.85,6.73,6.73,1,6.73,1.06432141,1.13595024,13.595024
2022-02-08,CMG,7.87,2.12,2.12,2,0.84,1.13595024,1.14549222,14.549222
2022-02-08,SYY,0.5,-0.44,-0.44,2,0.84,1.13595024,1.14549222,14.549222
2022-02-09,MOH,-3.54,3.25,-3.25,2,-1.19,1.14549222,1.13186086,13.186086
2022-02-09,TRMB,-3.25,-0.87,0.87,2,-1.19,1.14549222,1.13186086,13.186086
2022-02-10,FE,1.38,-1.02,-1.02,4,-0.7525,1.13186086,1.12334361,12.334361
2022-02-10,GPN,0.65,0.16,0.16,4,-0.7525,1.13186086,1.12334361,12.334361
2022-02-10,MHK,0.59,-5.77,-5.77,4,-0.7525,1.13186086,1.12334361,12.334361
2022-02-10,RSG,-0.83,-3.62,3.62,4,-0.7525,1.13186086,1.12334361,12.334361
2022-02-17,WMT,-0.56,-0.08,0.08,1,0.08,1.12334361,1.12424228,12.424228
2022-03-01,FSLR,-12.93,5.57,-5.57,1,-5.57,1.12424228,1.06162199,6.162199
2022-03-16,JBL,0.39,1.07,1.07,1,1.07,1.06162199,1.07298134,7.298134
2022-04-18,SMCI,14.72,6.31,6.31,1,6.31,1.07298134,1.14068647,14.068647
2022-04-19,IBM,4.53,2.46,2.46,2,5.105,1.14068647,1.19891851,19.891851
2022-04-19,NFLX,-29.66,-7.75,7.75,2,5.105,1.14068647,1.19891851,19.891851
2022-04-21,FE,-1.54,-2.89,2.89,2,5.565,1.19891851,1.26563833,26.563833
2022-04-21,ISRG,-6.64,-8.24,8.24,2,5.565,1.19891851,1.26563833,26.563833
2022-04-22,VZ,-1.1,-2.06,2.06,1,2.06,1.26563833,1.29171048,29.171048
2022-04-26,CMG,4.13,-1.47,-1.47,3,1.653333,1.29171048,1.31306676,31.306676
2022-04-26,EW,-1.95,-3.68,3.68,3,1.653333,1.29171048,1.31306676,31.306676
2022-04-26,MSCI,-0.05,-2.75,2.75,3,1.653333,1.29171048,1.31306676,31.306676
2022-04-27,MOH,-0.74,-1.89,1.89,1,1.89,1.31306676,1.33788372,33.788372
2022-04-28,MHK,20.23,-10.29,-10.29,2,-3.62,1.33788372,1.28945233,28.945233
2022-04-28,SYK,-1.29,-3.05,3.05,2,-3.62,1.33788372,1.28945233,28.945233
2022-04-29,WY,0.58,-3.4,-3.4,1,-3.4,1.28945233,1.24561095,24.561095
2022-05-02,BXP,3.59,-0.06,-0.06,3,1.96,1.24561095,1.27002492,27.002492
2022-05-02,EXPE,-3.67,-10.74,10.74,3,1.96,1.24561095,1.27002492,27.002492
2022-05-02,GPN,-1.73,4.8,-4.8,3,1.96,1.24561095,1.27002492,27.002492
2022-05-05,GEN,-2.32,4.88,-4.88,3,-1.453333,1.27002492,1.25156723,25.156723
2022-05-05,RSG,0.48,3.23,3.23,3,-1.453333,1.27002492,1.25156723,25.156723
2022-05-05,TRMB,-1.39,2.71,-2.71,3,-1.453333,1.27002492,1.25156723,25.156723
2022-05-10,EA,2.69,5.14,5.14,2,1.235,1.25156723,1.26702408,26.702408
2022-05-10,SYY,0.37,-2.67,-2.67,2,1.235,1.25156723,1.26702408,26.702408
2022-05-17,WMT,-2.53,-4.37,4.37,1,4.37,1.26702408,1.32239303,32.239303
2022-06-16,JBL,2.4,-1.25,-1.25,1,-1.25,1.32239303,1.30586312,30.586312
2022-07-18,IBM,-4.74,-0.53,0.53,1,0.53,1.30586312,1.3127842,31.27842
2022-07-19,NFLX,3.24,3.97,3.97,1,3.97,1.3127842,1.36490173,36.490173
2022-07-20,SMCI,18.08,-4.05,-4.05,1,-4.05,1.36490173,1.30962321,30.962321
2022-07-21,ISRG,-7.7,2.13,-2.13,1,-2.13,1.30962321,1.28172823,28.172823
2022-07-22,VZ,-0.16,0.86,-0.86,1,-0.86,1.28172823,1.27070537,27.070537
2022-07-26,BXP,1.83,0.06,0.06,5,0.662,1.27070537,1.27911744,27.911744
2022-07-26,CMG,8.91,5.32,5.32,5,0.662,1.27070537,1.27911744,27.911744
2022-07-26,FE,0.08,0.54,0.54,5,0.662,1.27070537,1.27911744,27.911744
2022-07-26,MSCI,1.3,0.96,0.96,5,0.662,1.27070537,1.27911744,27.911744
2022-07-26,SYK,7.46,-3.57,-3.57,5,0.662,1.27070537,1.27911744,27.911744
2022-07-27,MOH,-0.25,3.93,-3.93,1,-3.93,1.27911744,1.22884813,22.884813
2022-07-28,EW,-6.76,0.5,-0.5,3,4.57,1.22884813,1.28500648,28.500648
2022-07-28,FSLR,2.18,9.66,9.66,3,4.57,1.22884813,1.28500648,28.500648
2022-07-28,MHK,-1.33,-4.55,4.55,3,4.57,1.22884813,1.28500648,28.500648
2022-07-29,WY,-0.36,1.96,-1.96,1,-1.96,1.28500648,1.25982036,25.982036
2022-08-01,GPN,-0.98,-0.21,0.21,1,0.21,1.25982036,1.26246598,26.246598
2022-08-02,EA,1.75,1.63,1.63,2,1.965,1.26246598,1.28727344,28.727344
2022-08-02,GILD,2.23,2.3,2.3,2,1.965,1.26246598,1.28727344,28.727344
2022-08-04,EXPE,4.71,-4.2,-4.2,3,0.966667,1.28727344,1.29971708,29.971708
2022-08-04,GEN,-1.2,-7.88,7.88,3,0.966667,1.28727344,1.29971708,29.971708
2022-08-04,RSG,-0.52,0.78,-0.78,3,0.966667,1.28727344,1.29971708,29.971708
2022-08-05,TRMB,0.51,-0.31,-0.31,1,-0.31,1.29971708,1.29568796,29.568796
2022-08-09,SYY,1.55,-2.27,-2.27,1,-2.27,1.29568796,1.26627584,26.627584
2022-08-16,WMT,-0.57,0.69,-0.69,1,-0.69,1.26627584,1.25753854,25.753854
2022-09-27,JBL,-0.73,5.47,-5.47,1,-5.47,1.25753854,1.18875118,18.875118
2022-10-18,ISRG,12.5,-3.12,-3.12,2,-0.17,1.18875118,1.1867303,18.67303
2022-10-18,NFLX,10.02,2.78,2.78,2,-0.17,1.18875118,1.1867303,18.67303
2022-10-19,IBM,3.05,1.62,1.62,2,-1.565,1.1867303,1.16815797,16.815797
2022-10-19,SMCI,15.85,-4.75,-4.75,2,-1.565,1.1867303,1.16815797,16.815797
2022-10-21,VZ,0.88,0.87,0.87,1,0.87,1.16815797,1.17832095,17.832095
2022-10-25,CMG,-3.26,-3.68,3.68,3,-0.48,1.17832095,1.17266501,17.266501
2022-10-25,FE,0.69,-3.86,-3.86,3,-0.48,1.17832095,1.17266501,17.266501
2022-10-25,MSCI,-0.54,1.26,-1.26,3,-0.48,1.17832095,1.17266501,17.266501
2022-10-26,BXP,1.43,-4.07,-4.07,2,-4.75,1.17266501,1.11696342,11.696342
2022-10-26,MOH,0.75,-5.43,-5.43,2,-4.75,1.17266501,1.11696342,11.696342
2022-10-27,EW,-15.86,-2.4,2.4,6,-0.058333,1.11696342,1.11631186,11.631186
2022-10-27,FSLR,-0.02,1.16,-1.16,6,-0.058333,1.11696342,1.11631186,11.631186
2022-10-27,GILD,5.93,6.6,6.6,6,-0.058333,1.11696342,1.11631186,11.631186
2022-10-27,MHK,-5.62,4.3,-4.3,6,-0.058333,1.11696342,1.11631186,11.631186
2022-10-27,RSG,-1.91,0.84,-0.84,6,-0.058333,1.11696342,1.11631186,11.631186
2022-10-27,WY,-2.68,3.05,-3.05,6,-0.058333,1.11696342,1.11631186,11.631186
2022-10-31,GPN,0.71,-1.22,-1.22,2,-1.9,1.11631186,1.09510193,9.510193
2022-10-31,SYK,-6.41,2.58,-2.58,2,-1.9,1.11631186,1.09510193,9.510193
2022-11-01,EA,-0.21,2.11,-2.11,2,0.005,1.09510193,1.09515669,9.515669
2022-11-01,SYY,-1.07,-2.12,2.12,2,0.005,1.09510193,1.09515669,9.515669
2022-11-02,TRMB,-1.32,-1.66,1.66,1,1.66,1.09515669,1.11333629,11.333629
2022-11-03,EXPE,6.7,-0.93,-0.93,1,-0.93,1.11333629,1.10298226,10.298226
2022-11-08,GEN,2.96,2.96,2.96,1,2.96,1.10298226,1.13563054,13.563054
2022-11-15,WMT,0.3,0.42,0.42,1,0.42,1.13563054,1.14040018,14.040018
2022-12-15,JBL,-0.51,1.57,-1.57,1,-1.57,1.14040018,1.1224959,12.24959
2023-01-11,ISRG,-0.47,-0.7,0.7,1,0.7,1.1224959,1.13035337,13.035337
2023-01-17,MHK,0.92,0.37,0.37,1,0.37,1.13035337,1.13453568,13.453568
2023-01-18,SMCI,-3.02,-7.36,7.36,1,7.36,1.13453568,1.21803751,21.803751
2023-01-19,NFLX,6.65,1.7,1.7,1,1.7,1.21803751,1.23874414,23.874414
2023-01-24,VZ,0.3,-0.52,-0.52,1,-0.52,1.23874414,1.23230267,23.230267
2023-01-25,IBM,-2.29,-2.24,2.24,1,2.24,1.23230267,1.25990625,25.990625
2023-01-31,EA,-9.25,-0.02,0.02,5,1.746,1.25990625,1.28190422,28.190422
2023-01-31,EW,3.14,3.0,3.0,5,1.746,1.25990625,1.28190422,28.190422
2023-01-31,MSCI,2.07,2.2,2.2,5,1.746,1.25990625,1.28190422,28.190422
2023-01-31,SYK,6.23,3.46,3.46,5,1.746,1.25990625,1.28190422,28.190422
2023-01-31,SYY,0.54,0.05,0.05,5,1.746,1.25990625,1.28190422,28.190422
2023-02-01,BXP,2.84,2.44,2.44,1,2.44,1.28190422,1.31318268,31.318268
2023-02-02,GEN,-1.95,-7.83,7.83,2,3.82,1.31318268,1.36334626,36.334626
2023-02-02,GILD,4.02,-0.19,-0.19,2,3.82,1.31318268,1.36334626,36.334626
2023-02-07,CMG,-4.64,-0.34,0.34,1,0.34,1.36334626,1.36798163,36.798163
2023-02-08,MOH,2.55,-4.34,-4.34,2,-1.82,1.36798163,1.34308437,34.308437
2023-02-08,TRMB,1.44,0.7,0.7,2,-1.82,1.36798163,1.34308437,34.308437
2023-02-09,EXPE,-5.35,-3.38,3.38,1,3.38,1.34308437,1.38848062,38.848062
2023-02-10,GPN,-0.87,-1.78,1.78,1,1.78,1.38848062,1.41319558,41.319558
2023-02-13,FE,-0.5,-0.05,0.05,1,0.05,1.41319558,1.41390217,41.390217
2023-02-15,RSG,1.97,1.33,1.33,1,1.33,1.41390217,1.43270707,43.270707
2023-02-21,WMT,-0.38,-1.72,1.72,1,1.72,1.43270707,1.45734963,45.734963
2023-02-28,FSLR,6.75,8.38,8.38,1,8.38,1.45734963,1.57947553,57.947553
2023-03-16,JBL,0.01,0.74,0.74,1,0.74,1.57947553,1.59116365,59.116365
2023-04-18,ISRG,8.44,2.25,2.25,2,1.295,1.59116365,1.61176922,61.176922
2023-04-18,NFLX,-2.84,-0.34,0.34,2,1.295,1.59116365,1.61176922,61.176922
2023-04-19,IBM,3.03,-2.91,-2.91,1,-2.91,1.61176922,1.56486674,56.486674
2023-04-24,SMCI,-0.61,-4.81,4.81,1,4.81,1.56486674,1.64013683,64.013683
2023-04-25,BXP,3.42,-1.61,-1.61,4,1.1925,1.64013683,1.65969546,65.969546
2023-04-25,CMG,7.75,4.79,4.79,4,1.1925,1.64013683,1.65969546,65.969546
2023-04-25,MSCI,-1.67,-1.1,1.1,4,1.1925,1.64013683,1.65969546,65.969546
2023-04-25,VZ,-0.54,-0.49,0.49,4,1.1925,1.64013683,1.65969546,65.969546
2023-04-26,EW,-2.76,2.02,-2.02,2,1.95,1.65969546,1.69205952,69.205952
2023-04-26,MOH,1.73,5.92,5.92,2,1.95,1.65969546,1.69205952,69.205952
2023-04-27,FE,0.07,-3.28,-3.28,5,0.212,1.69205952,1.69564669,69.564669
2023-04-27,GILD,-1.23,-0.38,0.38,5,0.212,1.69205952,1.69564669,69.564669
2023-04-27,MHK,6.94,0.25,0.25,5,0.212,1.69205952,1.69564669,69.564669
2023-04-27,RSG,1.66,3.31,3.31,5,0.212,1.69205952,1.69564669,69.564669
2023-04-27,WY,1.36,0.4,0.4,5,0.212,1.69205952,1.69564669,69.564669
2023-05-01,SYK,-4.4,2.52,-2.52,1,-2.52,1.69564669,1.65291639,65.291639
2023-05-02,SYY,-0.87,0.24,-0.24,1,-0.24,1.65291639,1.64894939,64.894939
2023-05-03,TRMB,-0.27,0.68,-0.68,1,-0.68,1.64894939,1.63773654,63.773654
2023-05-04,EXPE,5.81,-0.86,-0.86,1,-0.86,1.63773654,1.623652,62.3652
2023-05-09,EA,3.12,-3.54,-3.54,1,-3.54,1.623652,1.56617472,56.617472
2023-05-11,GEN,-1.4,-4.14,4.14,1,4.14,1.56617472,1.63101435,63.101435
2023-05-18,WMT,-0.05,-0.98,0.98,1,0.98,1.63101435,1.64699829,64.699829
2023-06-15,JBL,1.25,-0.56,-0.56,1,-0.56,1.64699829,1.6377751,63.77751
2023-07-19,IBM,1.26,0.87,0.87,2,1.505,1.6377751,1.66242362,66.242362
2023-07-19,NFLX,-6.41,-2.14,2.14,2,1.505,1.6377751,1.66242362,66.242362
2023-07-20,ISRG,-3.38,0.22,-0.22,2,-1.055,1.66242362,1.64488505,64.488505
2023-07-20,SMCI,2.0,-1.89,-1.89,2,-1.055,1.66242362,1.64488505,64.488505
2023-07-25,MSCI,0.33,1.32,1.32,2,-0.065,1.64488505,1.64381587,64.381587
2023-07-25,VZ,-1.14,1.45,-1.45,2,-0.065,1.64488505,1.64381587,64.381587
2023-07-26,CMG,-7.8,-2.18,2.18,3,1.29,1.64381587,1.6650211,66.50211
2023-07-26,EW,-5.05,-4.98,4.98,3,1.29,1.64381587,1.6650211,66.50211
2023-07-26,MOH,2.13,-3.29,-3.29,3,1.29,1.64381587,1.6650211,66.50211
2023-07-27,FSLR,12.47,-6.79,-6.79,3,-1.06,1.6650211,1.64737188,64.737188
2023-07-27,MHK,-1.57,-5.42,5.42,3,-1.06,1.6650211,1.64737188,64.737188
2023-07-27,WY,0.53,-1.81,-1.81,3,-1.06,1.6650211,1.64737188,64.737188
2023-07-31,RSG,1.55,-0.89,-0.89,1,-0.89,1.64737188,1.63271027,63.271027
2023-08-01,BXP,-0.9,4.54,-4.54,5,-0.65,1.63271027,1.62209765,62.209765
2023-08-01,EA,-4.5,-2.84,2.84,5,-0.65,1.63271027,1.62209765,62.209765
2023-08-01,FE,-0.56,-0.39,0.39,5,-0.65,1.63271027,1.62209765,62.209765
2023-08-01,GPN,-0.87,1.89,-1.89,5,-0.65,1.63271027,1.62209765,62.209765
2023-08-01,SYY,-0.75,0.05,-0.05,5,-0.65,1.63271027,1.62209765,62.209765
2023-08-03,EXPE,2.45,2.08,2.08,4,2.475,1.62209765,1.66224457,66.224457
2023-08-03,GEN,1.61,6.24,6.24,4,2.475,1.62209765,1.66224457,66.224457
2023-08-03,GILD,2.45,1.68,1.68,4,2.475,1.62209765,1.66224457,66.224457
2023-08-03,SYK,3.04,-0.1,-0.1,4,2.475,1.62209765,1.66224457,66.224457
2023-08-17,WMT,-0.24,1.69,-1.69,1,-1.69,1.66224457,1.63415263,63.415263
2023-09-28,JBL,1.61,-0.06,-0.06,1,-0.06,1.63415263,1.63317214,63.317214
2023-10-18,NFLX,16.91,-0.73,-0.73,1,-0.73,1.63317214,1.62124998,62.124998
2023-10-19,ISRG,-4.9,2.64,-2.64,1,-2.64,1.62124998,1.57844899,57.844899
2023-10-24,VZ,0.58,-2.35,-2.35,1,-2.35,1.57844899,1.54135543,54.135543
2023-10-25,EW,-8.55,0.45,-0.45,3,-2.643333,1.54135543,1.50061227,50.061227
2023-10-25,IBM,3.74,1.1,1.1,3,-2.643333,1.54135543,1.50061227,50.061227
2023-10-25,MOH,-9.29,8.58,-8.58,3,-2.643333,1.54135543,1.50061227,50.061227
2023-10-26,CMG,4.33,0.15,0.15,5,-1.138,1.50061227,1.4835353,48.35353
2023-10-26,FE,-1.0,-1.6,1.6,5,-1.138,1.50061227,1.4835353,48.35353
2023-10-26,MHK,4.78,-6.94,-6.94,5,-1.138,1.50061227,1.4835353,48.35353
2023-10-26,RSG,1.4,-1.4,-1.4,5,-1.138,1.50061227,1.4835353,48.35353
