date,ticker,close_to_open_pct,open_to_close_pct,trade_return_pct,n_trades_that_day,avg_daily_return_pct,equity_before,equity_after,cumulative_return_pct
2018-07-26,RSG,-0.35,2.31,-2.31,6,-0.116667,1.10602082,1.10473046,10.473046
2018-07-27,WY,0.44,0.41,0.41,1,0.41,1.10473046,1.10925985,10.925985
2018-07-31,FE,1.33,1.56,1.56,2,1.235,1.10925985,1.12295921,12.295921
2018-07-31,MOH,16.09,0.91,0.91,2,1.235,1.10925985,1.12295921,12.295921
2018-08-01,BXP,-0.55,-0.17,0.17,2,5.33,1.12295921,1.18281294,18.281294
2018-08-01,TRMB,4.4,10.49,10.49,2,5.33,1.12295921,1.18281294,18.281294
2018-08-02,GEN,-12.98,5.94,-5.94,3,-3.196667,1.18281294,1.14500235,14.500235
2018-08-02,GPN,0.48,-0.82,-0.82,3,-3.196667,1.18281294,1.14500235,14.500235
2018-08-02,MSCI,0.82,-2.83,-2.83,3,-3.196667,1.18281294,1.14500235,14.500235
2018-08-13,SYY,0.59,1.38,1.38,1,1.38,1.14500235,1.16080338,16.080338
2018-08-16,WMT,-0.88,0.08,-0.08,1,-0.08,1.16080338,1.15987474,15.987474
2018-08-21,SMCI,-22.34,9.82,-9.82,1,-9.82,1.15987474,1.04597504,4.597504
2018-09-25,JBL,0.18,-1.93,-1.93,1,-1.93,1.04597504,1.02578772,2.578772
2018-10-16,IBM,-6.36,-1.35,1.35,2,-1.125,1.02578772,1.01424761,1.424761
2018-10-16,NFLX,9.22,-3.6,-3.6,2,-1.125,1.02578772,1.01424761,1.424761
2018-10-18,ISRG,3.17,-6.42,-6.42,1,-6.42,1.01424761,0.94913292,-5.086708
2018-10-23,EW,-0.86,-4.53,4.53,2,1.895,0.94913292,0.96711898,-3.288102
2018-10-23,VZ,-0.37,0.74,-0.74,2,1.895,0.94913292,0.96711898,-3.288102
2018-10-25,CMG,2.18,1.22,1.22,8,0.6875,0.96711898,0.97376793,-2.623207
2018-10-25,EXPE,4.33,-1.76,-1.76,8,0.6875,0.96711898,0.97376793,-2.623207
2018-10-25,FE,0.45,-3.55,-3.55,8,0.6875,0.96711898,0.97376793,-2.623207
2018-10-25,FSLR,-6.36,-3.36,3.36,8,0.6875,0.96711898,0.97376793,-2.623207
2018-10-25,GILD,-2.67,4.42,-4.42,8,0.6875,0.96711898,0.97376793,-2.623207
2018-10-25,MHK,-17.88,-7.28,7.28,8,0.6875,0.96711898,0.97376793,-2.623207
2018-10-25,RSG,1.14,1.16,1.16,8,0.6875,0.96711898,0.97376793,-2.623207
2018-10-25,SYK,-0.77,-2.21,2.21,8,0.6875,0.96711898,0.97376793,-2.623207
2018-10-26,WY,1.02,-1.23,-1.23,1,-1.23,0.97376793,0.96179058,-3.820942
2018-10-30,EA,-2.98,-1.11,1.11,2,1.595,0.96179058,0.97713114,-2.286886
2018-10-30,GPN,1.12,2.08,2.08,2,1.595,0.96179058,0.97713114,-2.286886
2018-10-31,BXP,-0.05,-0.65,0.65,2,-4.17,0.97713114,0.93638477,-6.361523
2018-10-31,MOH,8.16,-8.99,-8.99,2,-4.17,0.97713114,0.93638477,-6.361523
2018-11-01,GEN,8.92,-4.41,-4.41,3,-2.326667,0.93638477,0.91459822,-8.540178
2018-11-01,MSCI,0.12,-2.28,-2.28,3,-2.326667,0.93638477,0.91459822,-8.540178
2018-11-01,TRMB,0.63,-0.29,-0.29,3,-2.326667,0.93638477,0.91459822,-8.540178
2018-11-15,SMCI,9.26,5.38,5.38,2,3.26,0.91459822,0.94441412,-5.558588
2018-11-15,WMT,-0.72,-1.14,1.14,2,3.26,0.91459822,0.94441412,-5.558588
2018-12-18,JBL,11.39,-4.0,-4.0,1,-4.0,0.94441412,0.90663756,-9.336244
2019-01-03,NFLX,3.94,5.57,5.57,1,5.57,0.90663756,0.95713727,-4.286273
2019-01-09,ISRG,-1.28,1.49,-1.49,1,-1.49,0.95713727,0.94287592,-5.712408
2019-01-22,IBM,7.22,1.16,1.16,1,1.16,0.94287592,0.95381328,-4.618672
2019-01-29,SYK,9.28,1.92,1.92,2,0.115,0.95381328,0.95491017,-4.508983
2019-01-29,VZ,-0.34,1.69,-1.69,2,0.115,0.95381328,0.95491017,-4.508983
2019-01-30,BXP,-0.09,1.17,-1.17,1,-1.17,0.95491017,0.94373772,-5.626228
2019-01-31,EW,-1.69,0.69,-0.69,3,0.77,0.94373772,0.9510045,-4.89955
2019-01-31,GEN,6.95,1.91,1.91,3,0.77,0.94373772,0.9510045,-4.89955
2019-01-31,MSCI,0.42,1.09,1.09,3,0.77,0.94373772,0.9510045,-4.89955
2019-02-01,WY,-0.86,-1.4,1.4,1,1.4,0.9510045,0.96431856,-3.568144
2019-02-04,GILD,-3.28,-0.1,0.1,2,0.01,0.96431856,0.964415,-3.5585
2019-02-04,SYY,-2.01,0.08,-0.08,2,0.01,0.96431856,0.964415,-3.5585
2019-02-05,EA,-14.46,1.35,-1.35,1,-1.35,0.964415,0.95139539,-4.860461
2019-02-06,CMG,8.05,3.05,3.05,2,-2.94,0.95139539,0.92342437,-7.657563
2019-02-06,TRMB,-9.52,8.93,-8.93,2,-2.94,0.95139539,0.92342437,-7.657563
2019-02-07,EXPE,5.58,-3.11,-3.11,3,-0.833333,0.92342437,0.91572917,-8.427083
2019-02-07,MHK,6.19,-0.26,-0.26,3,-0.833333,0.92342437,0.91572917,-8.427083
2019-02-07,RSG,-0.49,-0.87,0.87,3,-0.833333,0.92342437,0.91572917,-8.427083
2019-02-11,MOH,-0.28,-5.35,5.35,1,5.35,0.91572917,0.96472068,-3.527932
2019-02-13,GPN,0.13,-1.11,-1.11,1,-1.11,0.96472068,0.95401228,-4.598772
2019-02-14,SMCI,5.88,15.56,15.56,1,15.56,0.95401228,1.10245659,10.245659
2019-02-19,FE,-1.44,1.43,-1.43,2,0.235,1.10245659,1.10504736,10.504736
2019-02-19,WMT,-0.38,-1.9,1.9,2,0.235,1.10245659,1.10504736,10.504736
2019-02-21,FSLR,-1.81,5.33,-5.33,1,-5.33,1.10504736,1.04614834,4.614834
2019-03-14,JBL,-1.5,0.63,-0.63,1,-0.63,1.04614834,1.0395576,3.95576
2019-04-16,IBM,-5.35,1.27,-1.27,2,-2.045,1.0395576,1.01829865,1.829865
2019-04-16,NFLX,1.56,-2.82,-2.82,2,-2.045,1.0395576,1.01829865,1.829865
2019-04-18,ISRG,-5.33,-1.77,1.77,1,1.77,1.01829865,1.03632253,3.632253
2019-04-23,EW,-1.15,-0.65,0.65,4,-0.1475,1.03632253,1.03479396,3.479396
2019-04-23,FE,0.32,-0.02,-0.02,4,-0.1475,1.03632253,1.03479396,3.479396
2019-04-23,SYK,-1.79,0.77,-0.77,4,-0.1475,1.03632253,1.03479396,3.479396
2019-04-23,VZ,0.33,-0.45,-0.45,4,-0.1475,1.03632253,1.03479396,3.479396
2019-04-24,CMG,0.18,-4.63,-4.63,1,-4.63,1.03479396,0.986883,-1.3117
2019-04-25,MHK,-1.4,-1.46,1.46,2,1.25,0.986883,0.99921904,-0.078096
2019-04-25,RSG,0.31,1.04,1.04,2,1.25,0.986883,0.99921904,-0.078096
2019-04-26,WY,-0.66,-2.68,2.68,1,2.68,0.99921904,1.02599811,2.599811
2019-04-29,MOH,2.93,-2.17,-2.17,1,-2.17,1.02599811,1.00373395,0.373395
2019-05-01,BXP,-0.04,-1.9,1.9,2,2.33,1.00373395,1.02712095,2.712095
2019-05-01,TRMB,1.31,2.76,2.76,2,2.33,1.00373395,1.02712095,2.712095
2019-05-02,EXPE,-2.99,2.18,-2.18,5,0.616,1.02712095,1.03344801,3.344801
2019-05-02,FSLR,2.56,0.6,0.6,5,0.616,1.02712095,1.03344801,3.344801
2019-05-02,GILD,1.03,1.76,1.76,5,0.616,1.02712095,1.03344801,3.344801
2019-05-02,GPN,0.69,0.4,0.4,5,0.616,1.02712095,1.03344801,3.344801
2019-05-02,MSCI,0.05,2.5,2.5,5,0.616,1.02712095,1.03344801,3.344801
2019-05-06,SYY,-0.16,0.1,-0.1,1,-0.1,1.03344801,1.03241457,3.241457
2019-05-07,EA,6.88,-5.28,-5.28,1,-5.28,1.03241457,0.97790308,-2.209692
2019-05-09,GEN,-14.43,2.21,-2.21,1,-2.21,0.97790308,0.95629142,-4.370858
2019-05-16,WMT,-1.06,0.62,-0.62,1,-0.62,0.95629142,0.95036241,-4.963759
2019-05-17,SMCI,0.25,0.25,0.25,1,0.25,0.95036241,0.95273832,-4.726168
2019-06-18,JBL,5.42,4.58,4.58,1,4.58,0.95273832,0.99637373,-0.362627
2019-07-17,IBM,-0.4,5.0,-5.0,2,-2.725,0.99637373,0.96922255,-3.077745
2019-07-17,NFLX,-10.67,0.45,-0.45,2,-2.725,0.99637373,0.96922255,-3.077745
2019-07-18,ISRG,-0.63,-0.83,0.83,1,0.83,0.96922255,0.9772671,-2.27329
2019-07-23,CMG,2.83,2.3,2.3,3,-0.163333,0.9772671,0.97567089,-2.432911
2019-07-23,EW,11.61,-1.5,-1.5,3,-0.163333,0.9772671,0.97567089,-2.432911
2019-07-23,FE,2.01,-1.29,-1.29,3,-0.163333,0.9772671,0.97567089,-2.432911
2019-07-25,EXPE,2.0,-1.11,-1.11,4,-0.76,0.97567089,0.96825579,-3.174421
2019-07-25,MHK,-11.74,-6.64,6.64,4,-0.76,0.97567089,0.96825579,-3.174421
2019-07-25,RSG,-1.7,5.47,-5.47,4,-0.76,0.97567089,0.96825579,-3.174421
2019-07-25,SYK,4.07,-3.1,-3.1,4,-0.76,0.97567089,0.96825579,-3.174421
2019-07-26,WY,0.19,-1.6,-1.6,1,-1.6,0.96825579,0.9527637,-4.72363
2019-07-30,BXP,1.12,-1.15,-1.15,5,-2.016,0.9527637,0.93355598,-6.644402
2019-07-30,EA,6.13,-1.6,-1.6,5,-2.016,0.9527637,0.93355598,-6.644402
2019-07-30,GILD,-2.15,-0.2,0.2,5,-2.016,0.9527637,0.93355598,-6.644402
2019-07-30,GPN,-0.05,0.38,-0.38,5,-2.016,0.9527637,0.93355598,-6.644402
2019-07-30,MOH,4.0,-7.15,-7.15,5,-2.016,0.9527637,0.93355598,-6.644402
2019-07-31,TRMB,-3.36,-6.64,6.64,1,6.64,0.93355598,0.9955441,-0.44559
2019-08-01,FSLR,0.63,-0.92,-0.92,3,0.053333,0.9955441,0.99607506,-0.392494
2019-08-01,MSCI,-0.34,-1.95,1.95,3,0.053333,0.9955441,0.99607506,-0.392494
2019-08-01,VZ,-0.27,0.87,-0.87,3,0.053333,0.9955441,0.99607506,-0.392494
2019-08-08,GEN,0.22,0.09,0.09,1,0.09,0.99607506,0.99697153,-0.302847
2019-08-12,SYY,-1.5,3.16,-3.16,1,-3.16,0.99697153,0.96546723,-3.453277
2019-08-15,SMCI,3.43,14.2,14.2,2,6.62,0.96546723,1.02938116,2.938116
2019-08-15,WMT,1.23,-0.96,-0.96,2,6.62,0.96546723,1.02938116,2.938116
2019-09-24,JBL,1.07,6.72,6.72,1,6.72,1.02938116,1.09855557,9.855557
2019-10-16,IBM,-5.0,-0.55,0.55,2,-1.555,1.09855557,1.08147303,8.147303
2019-10-16,NFLX,6.36,-3.66,-3.66,2,-1.555,1.09855557,1.08147303,8.147303
2019-10-17,ISRG,3.32,3.52,3.52,1,3.52,1.08147303,1.11954088,11.954088
2019-10-22,CMG,-2.0,-3.22,3.22,1,3.22,1.11954088,1.1555901,15.55901
2019-10-23,EW,4.6,-2.83,-2.83,1,-2.83,1.1555901,1.1228869,12.28869
2019-10-24,FSLR,-3.38,-2.48,2.48,2,0.985,1.1228869,1.13394733,13.394733
2019-10-24,GILD,-4.55,0.51,-0.51,2,0.985,1.1228869,1.13394733,13.394733
2019-10-25,MHK,1.14,-0.4,-0.4,3,-0.053333,1.13394733,1.13334256,13.334256
2019-10-25,VZ,0.13,-0.45,-0.45,3,-0.053333,1.13394733,1.13334256,13.334256
2019-10-25,WY,0.38,0.69,0.69,3,-0.053333,1.13394733,1.13334256,13.334256
2019-10-29,EA,-0.17,2.62,-2.62,2,-1.8,1.13334256,1.1129424,11.29424
2019-10-29,SYK,-2.51,0.98,-0.98,2,-1.8,1.13334256,1.1129424,11.29424
2019-10-30,BXP,-0.4,-0.85,0.85,4,1.6225,1.1129424,1.13099989,13.099989
2019-10-30,MOH,-0.24,-4.81,4.81,4,1.6225,1.1129424,1.13099989,13.099989
2019-10-30,RSG,-1.61,0.18,-0.18,4,1.6225,1.1129424,1.13099989,13.099989
2019-10-30,TRMB,0.36,1.01,1.01,4,1.6225,1.1129424,1.13099989,13.099989
2019-10-31,GPN,0.85,1.02,1.02,2,2.425,1.13099989,1.15842663,15.842663
2019-10-31,MSCI,0.97,3.83,3.83,2,2.425,1.13099989,1.15842663,15.842663
2019-11-04,FE,-0.69,-0.73,0.73,2,-0.105,1.15842663,1.15721029,15.721029
2019-11-04,SYY,0.04,-0.94,-0.94,2,-0.105,1.15842663,1.15721029,15.721029
2019-11-06,EXPE,-14.93,-14.64,14.64,1,14.64,1.15721029,1.32662587,32.662587
2019-11-07,GEN,0.08,1.93,1.93,1,1.93,1.32662587,1.35222975,35.222975
2019-11-14,WMT,0.02,-1.5,-1.5,1,-1.5,1.35222975,1.33194631,33.194631
2019-12-16,NFLX,1.04,2.64,2.64,1,2.64,1.33194631,1.36710969,36.710969
2019-12-17,JBL,-0.99,-3.81,3.81,1,3.81,1.36710969,1.41919657,41.919657
2020-01-09,ISRG,3.36,-1.12,-1.12,1,-1.12,1.41919657,1.40330157,40.330157
2020-01-15,GPN,0.76,0.05,0.05,1,0.05,1.40330157,1.40400322,40.400322
2020-01-21,IBM,2.98,0.4,0.4,1,0.4,1.40400322,1.40961923,40.961923
2020-01-28,SYK,1.02,-2.64,-2.64,1,-2.64,1.40961923,1.37240528,37.240528
2020-01-29,BXP,-0.28,0.74,-0.74,1,-0.74,1.37240528,1.36224948,36.224948
2020-01-30,EA,-0.8,-2.56,2.56,4,-1.1975,1.36224948,1.34593654,34.593654
2020-01-30,EW,3.63,-9.32,-9.32,4,-1.1975,1.36224948,1.34593654,34.593654
2020-01-30,MSCI,-0.25,-2.14,2.14,4,-1.1975,1.36224948,1.34593654,34.593654
2020-01-30,VZ,-0.03,0.17,-0.17,4,-1.1975,1.36224948,1.34593654,34.593654
2020-01-31,WY,0.41,-2.92,-2.92,1,-2.92,1.34593654,1.3066352,30.66352
2020-02-03,SYY,-0.68,-1.44,1.44,1,1.44,1.3066352,1.32545074,32.545074
2020-02-04,CMG,0.81,-4.26,-4.26,2,-1.865,1.32545074,1.30073109,30.073109
2020-02-04,GILD,-1.75,-0.53,0.53,2,-1.865,1.32545074,1.30073109,30.073109
2020-02-06,GEN,8.12,3.62,3.62,2,1.555,1.30073109,1.32095746,32.095746
2020-02-06,SMCI,-3.01,0.51,-0.51,2,1.555,1.30073109,1.32095746,32.095746
2020-02-07,FE,0.04,0.21,0.21,1,0.21,1.32095746,1.32373147,32.373147
2020-02-10,MOH,-0.62,10.01,-10.01,1,-10.01,1.32373147,1.19122595,19.122595
2020-02-12,TRMB,-0.25,2.05,-2.05,1,-2.05,1.19122595,1.16680582,16.680582
2020-02-13,EXPE,12.17,-1.01,-1.01,3,1.39,1.16680582,1.18302442,18.302442
2020-02-13,MHK,0.09,3.93,3.93,3,1.39,1.16680582,1.18302442,18.302442
2020-02-13,RSG,0.18,1.25,1.25,3,1.39,1.16680582,1.18302442,18.302442
2020-02-18,WMT,-0.11,-1.52,1.52,1,1.52,1.18302442,1.20100639,20.100639
2020-02-20,FSLR,-10.65,-4.55,4.55,1,4.55,1.20100639,1.25565218,25.565218
2020-03-13,JBL,-9.71,-3.39,3.39,1,3.39,1.25565218,1.29821879,29.821879
2020-04-06,GPN,5.2,-6.71,-6.71,1,-6.71,1.29821879,1.21110831,21.110831
2020-04-08,ISRG,0.23,-1.54,-1.54,1,-1.54,1.21110831,1.19245724,19.245724
2020-04-20,IBM,-5.32,2.42,-2.42,1,-2.42,1.19245724,1.16359977,16.359977
2020-04-21,CMG,7.92,3.92,3.92,2,2.925,1.16359977,1.19763507,19.763507
2020-04-21,NFLX,-0.95,-1.93,1.93,2,2.925,1.16359977,1.19763507,19.763507
2020-04-23,EW,6.44,-5.02,-5.02,2,-5.425,1.19763507,1.13266336,13.266336
2020-04-23,FE,-7.06,5.83,-5.83,2,-5.425,1.19763507,1.13266336,13.266336
2020-04-28,BXP,4.05,-2.72,-2.72,2,-0.15,1.13266336,1.13096437,13.096437
2020-04-28,MSCI,2.39,2.42,2.42,2,-0.15,1.13266336,1.13096437,13.096437
2020-04-30,GILD,-3.33,-1.54,1.54,3,-0.983333,1.13096437,1.11984322,11.984322
2020-04-30,MOH,3.67,1.92,1.92,3,-0.983333,1.13096437,1.11984322,11.984322
2020-04-30,SYK,3.52,-6.41,-6.41,3,-0.983333,1.13096437,1.11984322,11.984322
2020-05-01,WY,-2.06,1.02,-1.02,1,-1.02,1.11984322,1.10842082,10.842082
2020-05-04,MHK,1.46,-4.41,-4.41,1,-4.41,1.10842082,1.05953946,5.953946
2020-05-05,EA,-3.85,0.28,-0.28,3,-2.116667,1.05953946,1.03711254,3.711254
2020-05-05,RSG,10.0,-7.84,-7.84,3,-2.116667,1.05953946,1.03711254,3.711254
2020-05-05,SYY,0.87,1.77,1.77,3,-2.116667,1.05953946,1.03711254,3.711254
2020-05-06,TRMB,4.99,8.97,8.97,1,8.97,1.03711254,1.13014154,13.014154
2020-05-07,FSLR,1.66,-2.73,-2.73,2,2.72,1.13014154,1.16088139,16.088139
2020-05-07,SMCI,5.0,8.17,8.17,2,2.72,1.13014154,1.16088139,16.088139
2020-05-14,GEN,-0.76,-3.61,3.61,1,3.61,1.16088139,1.2027892,20.27892
2020-05-19,WMT,1.23,-0.82,-0.82,1,-0.82,1.2027892,1.19292633,19.292633
2020-05-20,EXPE,3.78,-6.76,-6.76,1,-6.76,1.19292633,1.11228451,11.228451
2020-06-19,JBL,-0.03,1.1,-1.1,1,-1.1,1.11228451,1.10004938,10.004938
2020-07-16,NFLX,-6.17,-0.38,0.38,1,0.38,1.10004938,1.10422957,10.422957
2020-07-20,IBM,3.79,-3.89,-3.89,1,-3.89,1.10422957,1.06127504,6.127504
2020-07-21,ISRG,1.72,1.78,1.78,1,1.78,1.06127504,1.08016574,8.016574
2020-07-22,CMG,-1.37,-4.1,4.1,1,4.1,1.08016574,1.12445253,12.445253
2020-07-23,EW,3.47,-2.34,-2.34,2,1.585,1.12445253,1.1422751,14.22751
2020-07-23,FE,1.97,5.51,5.51,2,1.585,1.12445253,1.1422751,14.22751
2020-07-24,VZ,0.26,-0.23,-0.23,1,-0.23,1.1422751,1.13964787,13.964787
2020-07-28,MSCI,-0.13,1.93,-1.93,1,-1.93,1.13964787,1.11765267,11.765267
2020-07-29,BXP,-2.47,-0.09,0.09,1,0.09,1.11765267,1.11865856,11.865856
2020-07-30,EA,2.49,-0.3,-0.3,5,-0.178,1.11865856,1.11666734,11.666734
2020-07-30,EXPE,-4.83,0.22,-0.22,5,-0.178,1.11865856,1.11666734,11.666734
2020-07-30,GILD,-3.59,-0.29,0.29,5,-0.178,1.11865856,1.11666734,11.666734
2020-07-30,MOH,-2.96,1.77,-1.77,5,-0.178,1.11865856,1.11666734,11.666734
2020-07-30,SYK,-2.37,-1.11,1.11,5,-0.178,1.11865856,1.11666734,11.666734
2020-07-31,WY,-1.44,2.15,-2.15,1,-2.15,1.11666734,1.09265899,9.265899
2020-08-03,GPN,-0.02,-2.66,2.66,1,2.66,1.09265899,1.12172372,12.172372
2020-08-05,TRMB,3.27,3.44,3.44,1,3.44,1.12172372,1.16031102,16.031102
2020-08-06,FSLR,7.2,5.54,5.54,4,1.475,1.16031102,1.17742561,17.742561
2020-08-06,GEN,3.97,1.39,1.39,4,1.475,1.16031102,1.17742561,17.742561
2020-08-06,MHK,2.41,-3.15,-3.15,4,1.475,1.16031102,1.17742561,17.742561
2020-08-06,RSG,0.92,2.12,2.12,4,1.475,1.16031102,1.17742561,17.742561
2020-08-11,SMCI,-8.66,-6.57,6.57,2,2.14,1.17742561,1.20262252,20.262252
2020-08-11,SYY,0.43,-2.29,-2.29,2,2.14,1.17742561,1.20262252,20.262252
2020-08-18,WMT,-0.37,-1.34,1.34,1,1.34,1.20262252,1.21873766,21.873766
2020-09-24,JBL,0.17,-2.99,-2.99,1,-2.99,1.21873766,1.1822974,18.22974
2020-10-08,IBM,0.39,-3.19,-3.19,1,-3.19,1.1822974,1.14458211,14.458211
2020-10-15,ISRG,-2.16,3.82,-3.82,1,-3.82,1.14458211,1.10085908,10.085908
2020-10-20,NFLX,-4.64,-2.39,2.39,1,2.39,1.10085908,1.12716961,12.716961
2020-10-21,CMG,-5.45,0.63,-0.63,2,0.035,1.12716961,1.12756412,12.756412
2020-10-21,VZ,0.32,0.7,0.7,2,0.035,1.12716961,1.12756412,12.756412
2020-10-22,EW,0.6,0.69,0.69,1,0.69,1.12756412,1.13534431,13.534431
2020-10-27,BXP,-0.98,-2.56,2.56,3,2.093333,1.13534431,1.15911085,15.911085
2020-10-27,FSLR,12.06,1.06,1.06,3,2.093333,1.13534431,1.15911085,15.911085
2020-10-27,MSCI,-1.94,-2.66,2.66,3,2.093333,1.13534431,1.15911085,15.911085
2020-10-28,GILD,-1.57,1.26,-1.26,2,-4.085,1.15911085,1.11176117,11.176117
2020-10-28,MOH,4.02,-6.91,-6.91,2,-4.085,1.15911085,1.11176117,11.176117
2020-10-29,GPN,-0.54,1.55,-1.55,3,-2.533333,1.11176117,1.08359656,8.359656
2020-10-29,MHK,13.83,-2.58,-2.58,3,-2.533333,1.11176117,1.08359656,8.359656
