year,strategy_yearly_return_pct,sp500_yearly_return_pct,diff_pp
2018,-9.823198726874882,-6.590822627453951,-3.2323760994209305
2019,48.27513403589434,30.433276284129484,17.841857751764856
2020,-15.34439956480631,15.761237931680029,-31.105637496486338
2021,3.2428967746990667,26.60488177473661,-23.361985000037546
2022,-4.150734105164244,-19.644466463123333,15.49373235795909
2023,29.53108106361464,23.78590839960475,5.745172664009889
2024,63.60425796650333,23.749471351087713,39.85478661541562
